EntrezID	Prediction	Score	GeneSymbol
23324	Signal-peptide	0.9031	MAN2B2
25824	UPS	0.55	PRDX5
115290	Intracellular	0.9343	FBXO17
51604	Signal-peptide	0.9749	PIGT
4681	Transmembrane	0.6274	NBL1
80854	UPS	0.5138	SETD7
8540	Intracellular	0.5476	AGPS
3959	Signal-peptide	0.9824	LGALS3BP
6695	UPS	0.5269	SPOCK1
56929	Intracellular	0.5067	FEM1C
4131	Intracellular	0.5237	MAP1B
222068	Signal-peptide	0.7153	TMED4
10516	Signal-peptide	0.9567	FBLN5
128	UPS	0.5351	ADH5
57519	Intracellular	0.5872	STARD9
11167	Signal-peptide	0.9835	FSTL1
5802	Signal-peptide	0.8824	PTPRS
55830	Transmembrane	0.5671	GLT8D1
64397	Intracellular	0.6451	ZNF106
287	Intracellular	0.5285	ANK2
1462	Signal-peptide	0.5487	VCAN
2241	Intracellular	0.5184	FER
874	Intracellular	0.9343	CBR3
9871	Intracellular	0.523	SEC24D
372	Intracellular	0.5661	ARCN1
2317	Intracellular	0.5046	FLNB
8994	Intracellular	0.5661	LIMD1
2199	Intracellular	0.6084	FBLN2
6876	UPS	0.5702	TAGLN
23543	Intracellular	0.6236	RBFOX2
201895	Transmembrane	0.9992	SMIM14
9922	Intracellular	0.8796	IQSEC1
1793	Intracellular	0.7166	DOCK1
79699	Intracellular	0.5657	ZYG11B
2192	Signal-peptide	0.9549	FBLN1
7068	Intracellular	0.5004	THRB
9372	Intracellular	0.5194	ZFYVE9
83442	UPS	0.5171	SH3BGRL3
5052	UPS	0.6176	PRDX1
56005	Signal-peptide	0.9673	MYDGF
51029	Intracellular	0.5507	DESI2
862	Intracellular	0.8798	RUNX1T1
51304	Transmembrane	0.9817	ZDHHC3
168667	Intracellular	0.7003	BMPER
57333	Signal-peptide	0.9993	RCN3
3454	Signal-peptide	0.7171	IFNAR1
23016	UPS	0.5362	EXOSC7
1293	Signal-peptide	0.763	COL6A3
26577	Signal-peptide	0.8635	PCOLCE2
54532	Intracellular	0.5678	USP53
29982	Intracellular	0.5893	NRBF2
51449	Signal-peptide	0.9562	PCYOX1
2992	UPS	0.6182	GYG1
375035	Transmembrane	0.9843	SFT2D2
84221	Intracellular	0.858	SPATC1L
50507	Transmembrane	0.8893	NOX4
2977	Intracellular	0.5684	GUCY1A2
5238	Intracellular	0.5183	PGM3
1295	Transmembrane	0.5117	COL8A1
6934	Intracellular	0.661	TCF7L2
178	Intracellular	0.5457	AGL
143686	Transmembrane	0.6595	SESN3
10630	UPS	0.5819	PDPN
29904	Intracellular	0.5474	EEF2K
133619	Intracellular	0.5168	PRRC1
84961	Intracellular	0.5666	FBXL20
140710	Intracellular	0.8107	SOGA1
440275	Intracellular	0.5682	EIF2AK4
3206	Intracellular	0.5697	HOXA10
26060	Intracellular	0.6667	APPL1
51673	Intracellular	0.5784	TPPP3
54507	Signal-peptide	0.9999	ADAMTSL4
10092	UPS	0.5974	ARPC5
114793	Intracellular	0.5684	FMNL2
84624	Signal-peptide	0.9976	FNDC1
285362	Signal-peptide	0.9996	SUMF1
2199	Signal-peptide	0.9026	FBLN2
5064	Intracellular	0.6329	PALM
27147	Intracellular	0.8798	DENND2A
123	Intracellular	0.5212	PLIN2
6455	Intracellular	0.5578	SH3GL1
123803	UPS	0.5508	NTAN1
7077	Signal-peptide	0.9501	TIMP2
1636	Signal-peptide	0.9272	ACE
133957	Transmembrane	0.8266	CCDC127
8611	Transmembrane	0.579	PLPP1
8992	Transmembrane	0.8931	ATP6V0E1
10099	Transmembrane	0.9974	TSPAN3
57798	UPS	0.6149	GATAD1
463	Intracellular	0.6639	ZFHX3
11096	Signal-peptide	0.9758	ADAMTS5
80114	Intracellular	0.5251	BICC1
55677	Intracellular	0.589	IWS1
1836	Intracellular	0.504	SLC26A2
10254	Intracellular	0.5427	STAM2
8936	Intracellular	0.5596	WASF1
55351	Intracellular	0.7784	STK32B
25864	Signal-peptide	0.6338	ABHD14A
135228	Signal-peptide	0.6257	CD109
160418	Transmembrane	0.5241	TMTC3
9601	Signal-peptide	0.9461	PDIA4
1580	Transmembrane	0.9056	CYP4B1
57007	Transmembrane	0.9989	ACKR3
29899	Intracellular	0.5713	GPSM2
1956	Signal-peptide	0.9073	EGFR
25996	UPS	0.5698	REXO2
1476	UPS	0.614	CSTB
51604	Signal-peptide	0.9882	PIGT
4660	Intracellular	0.9345	PPP1R12B
90488	Intracellular	0.5918	TMEM263
26091	UPS	0.521	HERC4
23074	UPS	0.5001	UHRF1BP1L
22872	Signal-peptide	0.8098	SEC31A
64236	Intracellular	0.9343	PDLIM2
7070	Signal-peptide	0.8856	THY1
139818	Intracellular	0.562	DOCK11
6605	Intracellular	0.689	SMARCE1
6747	Transmembrane	0.8185	SSR3
3613	Intracellular	0.8573	IMPA2
9353	Signal-peptide	0.9006	SLIT2
25890	Signal-peptide	0.7314	ABI3BP
2589	Transmembrane	0.8209	GALNT1
139818	Intracellular	0.5201	DOCK11
9014	UPS	0.5212	TAF1B
10907	UPS	0.5709	TXNL4A
10550	Transmembrane	0.9475	ARL6IP5
221895	UPS	0.5506	JAZF1
83872	Signal-peptide	0.8907	HMCN1
57134	UPS	0.5238	MAN1C1
30811	Intracellular	0.5695	HUNK
2063	Intracellular	0.5694	NR2F6
81555	UPS	0.5981	YIPF5
710	Signal-peptide	0.9997	SERPING1
5829	UPS	0.5005	PXN
3606	UPS	0.614	IL18
63898	Intracellular	0.5637	SH2D4A
27303	Intracellular	0.6978	RBMS3
8853	Intracellular	0.5073	ASAP2
55568	Transmembrane	0.77	GALNT10
54431	Transmembrane	0.9005	DNAJC10
873	UPS	0.5502	CBR1
7078	Signal-peptide	0.933	TIMP3
1636	Signal-peptide	0.9916	ACE
8672	Intracellular	0.5668	EIF4G3
130497	UPS	0.5521	OSR1
118	Intracellular	0.6942	ADD1
223117	Transmembrane	0.9375	SEMA3D
6717	UPS	0.538	SRI
2014	Transmembrane	0.5411	EMP3
4628	Intracellular	0.7344	MYH10
7123	Signal-peptide	0.9006	CLEC3B
9321	Intracellular	0.6847	TRIP11
4060	Signal-peptide	0.9305	LUM
90	Signal-peptide	0.89	ACVR1
23301	Intracellular	0.5855	EHBP1
3693	Signal-peptide	0.8629	ITGB5
7474	Transmembrane	0.6822	WNT5A
91653	Signal-peptide	0.7009	BOC
4811	Signal-peptide	0.9128	NID1
2247	Intracellular	0.9345	FGF2
5033	Signal-peptide	0.7052	P4HA1
7345	UPS	0.6154	UCHL1
80303	Intracellular	0.9345	EFHD1
120	Intracellular	0.5661	ADD3
122953	Intracellular	0.9345	JDP2
10133	Intracellular	0.5874	OPTN
57562	Intracellular	0.5661	CEP126
975	Transmembrane	0.9664	CD81
3460	Signal-peptide	1	IFNGR2
11228	Intracellular	0.6877	RASSF8
54885	Intracellular	0.5399	TBC1D8B
55194	Transmembrane	0.9927	EVA1B
3588	Signal-peptide	0.853	IL10RB
132	UPS	0.6158	ADK
22930	Intracellular	0.5595	RAB3GAP1
23001	Intracellular	0.5459	WDFY3
7168	UPS	0.5293	TPM1
7074	Intracellular	0.5682	TIAM1
23196	Intracellular	0.7161	FAM120A
57489	Intracellular	0.5237	ODF2L
7168	UPS	0.5282	TPM1
56937	Intracellular	0.6083	PMEPA1
7048	Signal-peptide	0.6853	TGFBR2
2768	Intracellular	0.9347	GNA12
121260	Intracellular	0.5522	SLC15A4
83439	Intracellular	0.6807	TCF7L1
10130	Signal-peptide	0.7948	PDIA6
8671	Intracellular	0.5604	SLC4A4
8615	Intracellular	0.6374	USO1
169611	Intracellular	0.5459	OLFML2A
8763	Signal-peptide	0.73740000000000006	CD164
311	Intracellular	0.5723	ANXA11
54756	Signal-peptide	0.4808	IL17RD
9949	UPS	0.548	AMMECR1
5290	Intracellular	0.546	PIK3CA
8907	Intracellular	0.5431	AP1M1
824	Intracellular	0.5475	CAPN2
23362	Intracellular	0.5826	PSD3
823	Intracellular	0.7544	CAPN1
308	UPS	0.5505	ANXA5
11098	Signal-peptide	0.9999	PRSS23
65062	Intracellular	0.9345	TMEM237
10417	Signal-peptide	0.7905	SPON2
4915	Signal-peptide	0.6734	NTRK2
23460	Transmembrane	0.8369	ABCA6
57188	Signal-peptide	0.6363	ADAMTSL3
7846	Intracellular	0.5655	TUBA1A
2200	Signal-peptide	0.9419	FBN1
64236	Intracellular	0.8795	PDLIM2
2318	Intracellular	0.5009	FLNC
4218	UPS	0.5495	RAB8A
8611	Transmembrane	0.8463	PLPP1
53342	Signal-peptide	0.4738	IL17D
92126	Signal-peptide	0.9243	DSEL
220	Intracellular	0.5154	ALDH1A3
1107	Intracellular	0.5634	CHD3
55885	UPS	0.5501	LMO3
55095	Intracellular	0.7196	SAMD4B
2260	Signal-peptide	0.9126	FGFR1
6383	Signal-peptide	0.9973	SDC2
2990	Signal-peptide	0.5122	GUSB
51566	Transmembrane	0.7194	ARMCX3
51084	UPS	0.54	CRYL1
65018	Intracellular	0.8761	PINK1
1281	Signal-peptide	0.91	COL3A1
80310	Signal-peptide	0.7499	PDGFD
6095	Intracellular	0.566	RORA
7360	UPS	0.5002	UGP2
6095	Intracellular	0.5665	RORA
56937	Transmembrane	0.9999	PMEPA1
26268	Intracellular	0.9344	FBXO9
754	Signal-peptide	0.9309	PTTG1IP
83442	Intracellular	0.9343	SH3BGRL3
81502	Transmembrane	0.936	HM13
51621	Intracellular	0.9345	KLF13
10645	Intracellular	0.5727	CAMKK2
22872	UPS	0.5188	SEC31A
55625	Transmembrane	0.99	ZDHHC7
57178	Intracellular	0.6776	ZMIZ1
54885	Intracellular	0.5458	TBC1D8B
9540	UPS	0.5991	TP53I3
84624	Transmembrane	0.5646	FNDC1
9202	Intracellular	0.5011	ZMYM4
57515	Transmembrane	0.7011	SERINC1
64853	UPS	0.5979	AIDA
2335	Signal-peptide	0.7896	FN1
9910	Transmembrane	0.7366	RABGAP1L
54756	Intracellular	0.7123	IL17RD
4915	Signal-peptide	0.6734	NTRK2
667	Intracellular	0.7159	DST
3667	Intracellular	0.7343	IRS1
55769	Intracellular	0.5038	ZNF83
10313	Intracellular	0.5009	RTN3
3611	Intracellular	0.5462	ILK
51715	Intracellular	0.7033	RAB23
5591	Intracellular	0.565	PRKDC
23362	Intracellular	0.583	PSD3
6595	Intracellular	0.9345	SMARCA2
84221	Intracellular	0.9326	SPATC1L
5257	Intracellular	0.5622	PHKB
29091	UPS	0.5522	STXBP6
3090	Intracellular	0.7316	HIC1
81790	Transmembrane	0.9989	RNF170
28959	UPS	0.6013	TMEM176B
2744	Intracellular	0.5689	GLS
7184	Signal-peptide	0.9756	HSP90B1
6400	Signal-peptide	0.9981	SEL1L
5376	Transmembrane	0.7469	PMP22
64393	UPS	0.5436	ZMAT3
1675	Signal-peptide	0.9052	CFD
2006	Signal-peptide	0.9315	ELN
4239	Signal-peptide	0.9983	MFAP4
2042	Signal-peptide	0.8689	EPHA3
116987	Intracellular	0.5835	AGAP1
7373	Transmembrane	0.6427	COL14A1
1281	Signal-peptide	0.91	COL3A1
51029	Intracellular	0.5507	DESI2
55809	Intracellular	0.5235	TRERF1
7035	Signal-peptide	0.9053	TFPI
2335	Signal-peptide	0.7896	FN1
114900	Signal-peptide	0.8307	C1QTNF4
1627	Intracellular	0.5842	DBN1
80765	UPS	0.5712	STARD5
3516	Intracellular	0.6988	RBPJ
3234	UPS	0.5478	HOXD8
116988	Intracellular	0.8795	AGAP3
7791	Intracellular	0.5371	ZYX
57142	Intracellular	0.5215	RTN4
79659	Intracellular	0.7002	DYNC2H1
54732	Signal-peptide	0.5023	TMED9
116039	UPS	0.5414	OSR2
4212	UPS	0.6018	MEIS2
54587	Signal-peptide	0.9265	MXRA8
9839	Intracellular	0.6996	ZEB2
116987	Intracellular	0.5835	AGAP1
169611	Signal-peptide	0.9756	OLFML2A
5783	Intracellular	0.5612	PTPN13
29058	UPS	0.5664	TMEM230
6748	Signal-peptide	0.9031	SSR4
203260	Signal-peptide	0.8084	CCDC107
7373	Transmembrane	0.6427	COL14A1
284018	Intracellular	0.522	C17orf58
55283	UPS	0.5166	MCOLN3
23597	Intracellular	0.5656	ACOT9
118429	Signal-peptide	0.7907	ANTXR2
57452	Transmembrane	0.7075	GALNT16
3790	Intracellular	0.6441	KCNS3
5591	Intracellular	0.566	PRKDC
5295	Intracellular	0.5629	PIK3R1
23102	Intracellular	0.5516	TBC1D2B
114876	Intracellular	0.5485	OSBPL1A
5315	Intracellular	0.5678	PKM
6444	Transmembrane	0.9991	SGCD
54867	Intracellular	0.5399	TMEM214
22995	Intracellular	0.5228	CEP152
283383	Transmembrane	0.8168	ADGRD1
5137	Intracellular	0.5476	PDE1C
84859	Intracellular	0.8448	LRCH3
285590	Intracellular	0.5659	SH3PXD2B
79188	Transmembrane	0.9085	TMEM43
1601	Intracellular	0.6773	DAB2
716	Signal-peptide	0.9264	C1S
27152	UPS	0.5006	INTU
5104	Signal-peptide	0.9961	SERPINA5
4140	Intracellular	0.8796	MARK3
9659	Intracellular	0.6038	PDE4DIP
57224	Intracellular	0.7076	NHSL1
1176	UPS	0.5953	AP3S1
10015	Intracellular	0.5178	PDCD6IP
92140	Transmembrane	0.9982	MTDH
93129	UPS	0.5609	ORAI3
220323	Signal-peptide	0.9033	OAF
22839	Intracellular	0.5647	DLGAP4
94134	Intracellular	0.5457	ARHGAP12
23262	Intracellular	0.7899	PPIP5K2
23075	Intracellular	0.5456	SWAP70
1296	Signal-peptide	0.9994	COL8A2
112574	UPS	0.5167	SNX18
29123	Intracellular	0.5495	ANKRD11
5480	Signal-peptide	0.846	PPIC
4054	Signal-peptide	0.7198	LTBP3
5046	Signal-peptide	0.9703	PCSK6
6935	Intracellular	0.6324	ZEB1
57085	Transmembrane	0.7631	AGTRAP
9380	UPS	0.5533	GRHPR
7343	Intracellular	0.7934	UBTF
57222	Transmembrane	0.9763	ERGIC1
10945	Transmembrane	0.5572	KDELR1
6249	Intracellular	0.7302	CLIP1
90313	Signal-peptide	0.9225	TP53I13
831	Intracellular	0.763	CAST
1604	Signal-peptide	0.9215	CD55
80184	Intracellular	0.5874	CEP290
253935	Signal-peptide	0.8901	ANGPTL5
2923	Signal-peptide	0.9241	PDIA3
84196	Intracellular	0.5466	USP48
132884	Intracellular	0.5489	EVC2
4054	Signal-peptide	0.7198	LTBP3
23155	Signal-peptide	0.9471	CLCC1
84168	Signal-peptide	0.5466	ANTXR1
79974	Transmembrane	0.9292	CPED1
5520	Intracellular	0.546	PPP2R2A
221091	Signal-peptide	0.9335	LRRN4CL
302	Intracellular	0.5578	ANXA2
84632	Intracellular	0.6956	AFAP1L2
79071	Transmembrane	0.8481	ELOVL6
161176	Intracellular	0.8763	SYNE3
2260	Intracellular	0.7178	FGFR1
83871	UPS	0.5367	RAB34
25987	Signal-peptide	0.9348	TSKU
80765	Intracellular	0.9345	STARD5
8853	Intracellular	0.5015	ASAP2
831	Intracellular	0.765	CAST
6603	Intracellular	0.8798	SMARCD2
116985	Intracellular	0.8718	ARAP1
5786	Signal-peptide	0.9982	PTPRA
9475	Intracellular	0.5844	ROCK2
3037	Transmembrane	0.9279	HAS2
7358	Intracellular	0.5646	UGDH
79901	Transmembrane	0.9974	CYBRD1
81790	Transmembrane	0.9989	RNF170
23582	Intracellular	0.507	CCNDBP1
55629	UPS	0.6367	PNRC2
7084	Intracellular	0.9328	TK2
80381	Signal-peptide	0.5294	CD276
84255	Transmembrane	0.6855	SLC37A3
4915	Signal-peptide	0.6734	NTRK2
4835	UPS	0.6349	NQO2
2548	Transmembrane	0.7614	GAA
48	Intracellular	0.5227	ACO1
125058	Intracellular	0.8097	TBC1D16
1622	UPS	0.6368	DBI
55827	Intracellular	0.8794	DCAF6
4212	Intracellular	0.505	MEIS2
23008	Intracellular	0.6618	KLHDC10
3069	Intracellular	0.7205	HDLBP
1073	UPS	0.6364	CFL2
338645	UPS	0.5904	LUZP2
4782	Intracellular	0.7142	NFIC
2186	Intracellular	0.5229	BPTF
7586	Intracellular	0.848	ZKSCAN1
387758	UPS	0.5445	FIBIN
57124	Signal-peptide	0.9784	CD248
3927	Intracellular	0.5468	LASP1
9529	Intracellular	0.5867	BAG5
3688	Signal-peptide	0.817	ITGB1
113146	Intracellular	0.6021	AHNAK2
889	UPS	0.5024	KRIT1
54495	Intracellular	0.5915	TMX3
2192	Signal-peptide	0.9549	FBLN1
107	Transmembrane	0.5949	ADCY1
152503	Intracellular	0.5842	SH3D19
6810	Intracellular	0.9328	STX4
121457	Transmembrane	0.8135	IKBIP
124936	Signal-peptide	0.5999	CYB5D2
51304	Transmembrane	0.9817	ZDHHC3
80230	Intracellular	0.7339	RUFY1
83999	Signal-peptide	0.928	KREMEN1
10409	Intracellular	0.5763	BASP1
8869	Intracellular	0.9326	ST3GAL5
1432	UPS	0.552	MAPK14
2017	Intracellular	0.5182	CTTN
10073	Intracellular	0.5862	SNUPN
55701	Intracellular	0.8794	ARHGEF40
