EntrezID	Prediction	Score	GeneSymbol
3074	Transmembrane	0.6114	HEXB
10169	Intracellular	0.9345	SERF2
59342	Signal-peptide	0.9496	SCPEP1
51150	Signal-peptide	0.8451	SDF4
80114	Intracellular	0.5251	BICC1
4609	Intracellular	0.5726	MYC
29085	UPS	0.6118	PHPT1
83716	Signal-peptide	0.4912	CRISPLD2
6498	Intracellular	0.5211	SKIL
81671	Transmembrane	0.6027	VMP1
26022	Transmembrane	0.8013	TMEM98
746	Transmembrane	0.9985	TMEM258
9997	Signal-peptide	0.3799	SCO2
64838	Transmembrane	0.4278	FNDC4
6238	Transmembrane	0.9434	RRBP1
2006	Signal-peptide	0.9369	ELN
9945	Intracellular	0.5694	GFPT2
822	UPS	0.6367	CAPG
80271	Intracellular	0.5504	ITPKC
9253	Intracellular	0.7167	NUMBL
7057	Signal-peptide	0.919	THBS1
2355	Intracellular	0.6354	FOSL2
4772	Intracellular	0.7328	NFATC1
55816	Intracellular	0.9345	DOK5
967	Transmembrane	0.856	CD63
287	Intracellular	0.5285	ANK2
2192	Signal-peptide	0.9549	FBLN1
7077	Signal-peptide	0.9501	TIMP2
316	UPS	0.6262	AOX1
80219	Intracellular	0.9328	COQ10B
3685	Signal-peptide	0.492	ITGAV
8611	Transmembrane	0.579	PLPP1
390	UPS	0.5513	RND3
2012	Transmembrane	0.7384	EMP1
80270	Intracellular	0.5275	HSD3B7
10923	UPS	0.5486	SUB1
5157	Signal-peptide	0.9483	PDGFRL
301	UPS	0.5516	ANXA1
8669	Intracellular	0.5199	EIF3J
4907	Signal-peptide	0.888	NT5E
56925	UPS	0.6368	LXN
5802	Signal-peptide	0.8824	PTPRS
51303	Signal-peptide	0.9996	FKBP11
3569	Signal-peptide	0.8852	IL6
8572	Intracellular	0.9342	PDLIM4
3671	Signal-peptide	0.994	ISLR
1295	Transmembrane	0.5117	COL8A1
9201	Intracellular	0.569	DCLK1
8178	Intracellular	0.8798	ELL
54985	Intracellular	0.9326	HCFC1R1
960	Signal-peptide	0.5897	CD44
8061	Intracellular	0.9343	FOSL1
9180	Signal-peptide	0.6503	OSMR
26872	UPS	0.5553	STEAP1
127435	Signal-peptide	0.958	PODN
4915	Signal-peptide	0.6734	NTRK2
84275	Transmembrane	0.5889	SLC25A33
6383	Signal-peptide	0.9973	SDC2
1051	UPS	0.5962	CEBPB
25824	UPS	0.55	PRDX5
4131	Intracellular	0.5237	MAP1B
6249	Intracellular	0.7302	CLIP1
1292	Signal-peptide	0.9623	COL6A2
2014	Transmembrane	0.5411	EMP3
3479	Signal-peptide	0.55	IGF1
84159	Intracellular	0.6782	ARID5B
6282	UPS	0.6132	S100A11
4054	Signal-peptide	0.7198	LTBP3
51604	Signal-peptide	0.9749	PIGT
8611	Transmembrane	0.8463	PLPP1
1292	Signal-peptide	0.9623	COL6A2
64236	Intracellular	0.8795	PDLIM2
55352	UPS	0.6	COPRS
8722	Signal-peptide	0.9924	CTSF
200185	Signal-peptide	0.525	KRTCAP2
84790	Intracellular	0.5626	TUBA1C
8460	Signal-peptide	0.6427	TPST1
4046	UPS	0.6083	LSP1
64236	Intracellular	0.9343	PDLIM2
10085	Signal-peptide	0.9944	EDIL3
3159	Intracellular	0.9345	HMGA1
960	UPS	0.5759	CD44
1212	UPS	0.5737	CLTB
3858	Intracellular	0.7607	KRT10
84159	Intracellular	0.6805	ARID5B
4915	Signal-peptide	0.6734	NTRK2
7373	Transmembrane	0.6427	COL14A1
717	Signal-peptide	0.9999	C2
6868	Signal-peptide	0.6686	ADAM17
9258	Intracellular	0.5496	MFHAS1
4060	Signal-peptide	0.9305	LUM
5966	Intracellular	0.7222	REL
9261	Intracellular	0.5361	MAPKAPK2
116039	UPS	0.5414	OSR2
3487	Signal-peptide	0.9812	IGFBP4
4239	Signal-peptide	0.9983	MFAP4
7140	Intracellular	0.9345	TNNT3
3576	Signal-peptide	0.9707	CXCL8
23423	Signal-peptide	0.9623	TMED3
49854	Intracellular	0.5662	ZBTB21
710	Signal-peptide	0.9997	SERPING1
2669	Intracellular	0.9345	GEM
51673	Intracellular	0.5784	TPPP3
2199	Signal-peptide	0.9026	FBLN2
3693	Signal-peptide	0.8629	ITGB5
1009	Signal-peptide	0.5813	CDH11
23474	Intracellular	0.9224	ETHE1
5479	Transmembrane	0.7046	PPIB
4493	Intracellular	0.5763	MT1E
378	UPS	0.5703	ARF4
56929	Intracellular	0.5067	FEM1C
54205	UPS	0.6175	CYCS
10630	UPS	0.5819	PDPN
4783	Intracellular	0.5203	NFIL3
54931	Intracellular	0.5432	TRMT10C
79001	Transmembrane	0.7998	VKORC1
54587	Signal-peptide	0.9265	MXRA8
51129	Signal-peptide	0.58	ANGPTL4
2252	Signal-peptide	0.5038	FGF7
861	Intracellular	0.7204	RUNX1
56172	UPS	0.5037	ANKH
2697	Transmembrane	0.638	GJA1
133	Signal-peptide	0.8983	ADM
1462	Signal-peptide	0.5487	VCAN
2921	Signal-peptide	0.9992	CXCL3
649	Signal-peptide	0.8643	BMP1
122416	Intracellular	0.9326	ANKRD9
5990	Intracellular	0.6314	RFX2
23516	Signal-peptide	0.7417	SLC39A14
9902	Signal-peptide	0.9128	MRC2
1977	UPS	0.57	EIF4E
51435	Signal-peptide	0.5265	SCARA3
7071	Intracellular	0.5642	KLF10
57333	Signal-peptide	0.9993	RCN3
6423	Signal-peptide	0.95	SFRP2
80270	Intracellular	0.8826	HSD3B7
2017	Intracellular	0.5182	CTTN
81631	Intracellular	0.5964	MAP1LC3B
10516	Signal-peptide	0.9567	FBLN5
960	Signal-peptide	0.5897	CD44
6574	Transmembrane	0.929	SLC20A1
26353	Intracellular	0.5204	HSPB8
960	UPS	0.5222	CD44
1105	Intracellular	0.736	CHD1
308	UPS	0.5505	ANXA5
10417	Signal-peptide	0.7905	SPON2
219333	Intracellular	0.563	USP12
57124	Signal-peptide	0.9784	CD248
2199	Intracellular	0.6084	FBLN2
51604	Signal-peptide	0.9882	PIGT
8425	Signal-peptide	0.9997	LTBP4
2923	Signal-peptide	0.9241	PDIA3
1513	Signal-peptide	0.7701	CTSK
5806	Signal-peptide	0.9326	PTX3
6632	Intracellular	0.9345	SNRPD1
3037	Transmembrane	0.9279	HAS2
2067	UPS	0.6137	ERCC1
1295	Transmembrane	0.5117	COL8A1
1278	Signal-peptide	0.9729	COL1A2
483	Transmembrane	0.9996	ATP1B3
5480	Signal-peptide	0.846	PPIC
84168	Signal-peptide	0.5466	ANTXR1
4323	Signal-peptide	0.9528	MMP14
129804	UPS	0.5466	FBLN7
200894	UPS	0.5352	ARL13B
4869	UPS	0.5956	NPM1
11167	Signal-peptide	0.9835	FSTL1
116535	Transmembrane	0.9782	MRGPRF
6746	Signal-peptide	0.9468	SSR2
25996	UPS	0.5698	REXO2
3428	Intracellular	0.5036	IFI16
7373	Transmembrane	0.6427	COL14A1
1281	Signal-peptide	0.91	COL3A1
10221	Intracellular	0.9252	TRIB1
126328	Transmembrane	0.7293	NDUFA11
4489	Intracellular	0.5763	MT1A
558	Signal-peptide	0.8543	AXL
9497	Intracellular	0.546	SLC4A7
5238	Intracellular	0.5183	PGM3
285590	Intracellular	0.5659	SH3PXD2B
1293	Signal-peptide	0.763	COL6A3
5066	Signal-peptide	0.7469	PAM
5805	UPS	0.6115	PTS
83591	Intracellular	0.9148	THAP2
3913	Signal-peptide	0.9109	LAMB2
6166	Intracellular	0.9345	RPL36AL
649	Signal-peptide	0.8643	BMP1
9353	Signal-peptide	0.9006	SLIT2
4681	Transmembrane	0.6274	NBL1
7070	Signal-peptide	0.8856	THY1
60481	Transmembrane	0.8914	ELOVL5
25816	UPS	0.6138	TNFAIP8
4837	UPS	0.6183	NNMT
7532	Intracellular	0.6337	YWHAG
84624	Signal-peptide	0.9976	FNDC1
25890	Signal-peptide	0.7314	ABI3BP
11098	Signal-peptide	0.9999	PRSS23
57522	Intracellular	0.718	SRGAP1
5693	Intracellular	0.5507	PSMB5
8560	Transmembrane	0.8934	DEGS1
5348	Transmembrane	0.9559	FXYD1
2879	UPS	0.6191	GPX4
129804	Signal-peptide	0.9976	FBLN7
23480	Transmembrane	0.9959	SEC61G
51150	Signal-peptide	0.8451	SDF4
3309	Signal-peptide	0.9883	HSPA5
83468	Transmembrane	0.5049	GLT8D2
84617	Intracellular	0.5784	TUBB6
2274	Intracellular	0.6158	FHL2
2006	Signal-peptide	0.9315	ELN
51614	Transmembrane	0.9131	ERGIC3
55629	UPS	0.6367	PNRC2
1984	UPS	0.614	EIF5A
84255	Transmembrane	0.6855	SLC37A3
1212	UPS	0.573	CLTB
287	Intracellular	0.5285	ANK2
84255	Transmembrane	0.6855	SLC37A3
51330	Signal-peptide	0.9945	TNFRSF12A
2335	Signal-peptide	0.7896	FN1
6484	Transmembrane	0.9347	ST3GAL4
7422	Intracellular	0.9344	VEGFA
4035	Signal-peptide	0.9707	LRP1
7060	Signal-peptide	0.8154	THBS4
10950	UPS	0.5549	BTG3
29015	Transmembrane	0.8823	SLC43A3
5066	Signal-peptide	0.7469	PAM
80381	Signal-peptide	0.5294	CD276
2331	Signal-peptide	0.9694	FMOD
8727	Intracellular	0.5196	CTNNAL1
3164	Intracellular	0.5775	NR4A1
716	Signal-peptide	0.9264	C1S
3075	Signal-peptide	0.9618	CFH
1435	Signal-peptide	0.9494	CSF1
960	Signal-peptide	0.5897	CD44
55700	Intracellular	0.8798	MAP7D1
1152	Intracellular	0.5576	CKB
4925	Signal-peptide	0.9099	NUCB2
5329	Signal-peptide	0.961	PLAUR
9019	Transmembrane	0.58	MPZL1
6586	Signal-peptide	0.9346	SLIT3
1514	Signal-peptide	0.8687	CTSL
60681	Signal-peptide	0.9351	FKBP10
8653	Intracellular	0.8796	DDX3Y
26509	Intracellular	0.5458	MYOF
58526	UPS	0.6334	MID1IP1
9322	Intracellular	0.8798	TRIP10
1293	Intracellular	0.6433	COL6A3
5831	Transmembrane	0.427	PYCR1
200894	Intracellular	0.5536	ARL13B
8013	Intracellular	0.5208	NR4A3
128553	Intracellular	0.5013	TSHZ2
1893	Signal-peptide	0.8762	ECM1
4915	Signal-peptide	0.6734	NTRK2
5064	Intracellular	0.7271	PALM
2947	UPS	0.5736	GSTM3
861	Intracellular	0.9344	RUNX1
401505	Transmembrane	0.8146	TOMM5
379	Intracellular	0.9345	ARL4D
220	Intracellular	0.5642	ALDH1A3
2260	Intracellular	0.7178	FGFR1
8204	Intracellular	0.604	NRIP1
2274	UPS	0.5775	FHL2
4493	UPS	0.5618	MT1E
79001	Transmembrane	0.7829	VKORC1
730	Signal-peptide	0.9494	C7
9260	Intracellular	0.9344	PDLIM7
9547	Signal-peptide	0.9055	CXCL14
6050	Intracellular	0.5759	RNH1
113146	Intracellular	0.6021	AHNAK2
51330	Signal-peptide	0.7533	TNFRSF12A
1902	Transmembrane	0.9961	LPAR1
1514	Signal-peptide	0.8687	CTSL
5606	UPS	0.5508	MAP2K3
6249	Intracellular	0.7302	CLIP1
7050	Intracellular	0.61240000000000006	TGIF1
2621	Signal-peptide	0.7666	GAS6
5990	Intracellular	0.6314	RFX2
80381	Signal-peptide	0.5294	CD276
5831	Transmembrane	0.427	PYCR1
6396	UPS	0.5298	SEC13
60673	UPS	0.5699	ATG101
8682	UPS	0.578	PEA15
221091	Signal-peptide	0.9335	LRRN4CL
1984	UPS	0.5525	EIF5A
9961	Intracellular	0.8044	MVP
3182	Intracellular	0.6693	HNRNPAB
1960	Intracellular	0.5673	EGR3
1601	Intracellular	0.6773	DAB2
7291	UPS	0.549	TWIST1
5549	Signal-peptide	0.9773	PRELP
23516	Signal-peptide	0.7417	SLC39A14
7280	Intracellular	0.6728	TUBB2A
649	Signal-peptide	0.8643	BMP1
91663	Transmembrane	0.7991	MYADM
8877	Intracellular	0.6615	SPHK1
6204	Intracellular	0.9345	RPS10
2335	Signal-peptide	0.7896	FN1
6284	UPS	0.5525	S100A13
3371	Signal-peptide	0.8824	TNC
871	Signal-peptide	0.9941	SERPINH1
7358	Intracellular	0.5646	UGDH
3371	Signal-peptide	0.8824	TNC
84624	Transmembrane	0.5646	FNDC1
2335	Signal-peptide	0.7896	FN1
7058	Signal-peptide	0.9986	THBS2
6645	Intracellular	0.9345	SNTB2
2006	Signal-peptide	0.9369	ELN
9188	Intracellular	0.6675	DDX21
54985	Intracellular	0.8752	HCFC1R1
7150	Intracellular	0.5458	TOP1
23237	Intracellular	0.5808	ARC
3159	Intracellular	0.9345	HMGA1
1601	Intracellular	0.6776	DAB2
131873	Signal-peptide	0.9987	COL6A6
302	Intracellular	0.5578	ANXA2
4772	Intracellular	0.731	NFATC1
2202	Signal-peptide	0.9939	EFEMP1
51614	Transmembrane	0.9131	ERGIC3
4707	Intracellular	0.9345	NDUFB1
7140	Intracellular	0.9345	TNNT3
9021	UPS	0.5508	SOCS3
9322	Intracellular	0.8664	TRIP10
4830	UPS	0.6191	NME1
7360	UPS	0.5002	UGP2
389558	Signal-peptide	0.919	FAM180A
220323	Signal-peptide	0.9033	OAF
5315	Intracellular	0.5678	PKM
25	Intracellular	0.5848	ABL1
1176	UPS	0.5953	AP3S1
716	Signal-peptide	0.9264	C1S
4327	Signal-peptide	0.6377	MMP19
861	Intracellular	0.7203	RUNX1
10949	Intracellular	0.7035	HNRNPA0
1293	Signal-peptide	0.8427	COL6A3
23560	Intracellular	0.5606	GTPBP4
1435	Signal-peptide	0.9494	CSF1
5315	Intracellular	0.5678	PKM
56882	Intracellular	0.9345	CDC42SE1
10135	UPS	0.5303	"NAMPT"
221037	Intracellular	0.5012	JMJD1C
169792	Intracellular	0.7167	GLIS3
8076	Signal-peptide	0.8234	MFAP5
6275	UPS	0.6138	S100A4
1809	Intracellular	0.7159	DPYSL3
123920	Transmembrane	0.6882	CMTM3
7481	Transmembrane	0.4631	WNT11
81617	UPS	0.6135	CAB39L
6238	Transmembrane	0.9434	RRBP1
7494	Intracellular	0.6713	XBP1
2335	Signal-peptide	0.7896	FN1
1396	Intracellular	0.532	CRIP1
6810	Intracellular	0.9328	STX4
8013	Intracellular	0.5374	NR4A3
5606	Intracellular	0.5328	MAP2K3
124637	UPS	0.5695	CYB5D1
2107	Intracellular	0.5022	ETF1
3638	Transmembrane	0.8996	INSIG1
56975	Transmembrane	0.6309	FAM20C
9589	UPS	0.5531	WTAP
7262	Intracellular	0.9327	PHLDA2
5329	Signal-peptide	0.961	PLAUR
10950	UPS	0.5563	BTG3
8653	Intracellular	0.8796	DDX3Y
66005	Signal-peptide	0.9718	CHID1
5606	UPS	0.5508	MAP2K3
83931	Intracellular	0.9346	STK40
633	Signal-peptide	0.897	BGN
9242	Intracellular	0.9345	MSC
5360	Signal-peptide	0.9943	PLTP
3182	Intracellular	0.6512	HNRNPAB
29937	Signal-peptide	0.8617	NENF
1462	Signal-peptide	0.5487	VCAN
468	UPS	0.6158	ATF4
6748	Signal-peptide	0.9031	SSR4
4054	Signal-peptide	0.7198	LTBP3
79001	Transmembrane	0.7321	VKORC1
2182	Transmembrane	0.9665	ACSL4
27436	Intracellular	0.6067	EML4
10957	UPS	0.6219	PNRC1
4869	UPS	0.5982	NPM1
4772	Intracellular	0.5903	NFATC1
7132	Signal-peptide	0.7405	TNFRSF1A
5209	Intracellular	0.7566	PFKFB3
1462	Signal-peptide	0.5487	VCAN
415116	Intracellular	0.9343	PIM3
1514	Signal-peptide	0.8687	CTSL
7050	Intracellular	0.6122	TGIF1
6884	Intracellular	0.9344	TAF13
25824	Intracellular	0.9326	PRDX5
6249	Intracellular	0.7302	CLIP1
2067	UPS	0.553	ERCC1
8510	Transmembrane	0.6575	MMP23B
116535	Intracellular	0.5729	MRGPRF
7106	Transmembrane	0.9253	TSPAN4
9201	Intracellular	0.5729	DCLK1
9260	Intracellular	0.5448	PDLIM7
710	Signal-peptide	0.9997	SERPING1
9819	Intracellular	0.7008	TSC22D2
6050	Intracellular	0.5759	RNH1
64236	Intracellular	0.8795	PDLIM2
64094	Signal-peptide	0.9047	SMOC2
1291	Signal-peptide	0.7837	COL6A1
10957	UPS	0.532	PNRC1
387763	Intracellular	0.9347	C11orf96
5066	Signal-peptide	0.7469	PAM
10516	Signal-peptide	0.8945	FBLN5
7050	Intracellular	0.61240000000000006	TGIF1
10409	Intracellular	0.5763	BASP1
51435	Signal-peptide	0.5265	SCARA3
56944	Signal-peptide	0.8662	OLFML3
28959	UPS	0.6013	TMEM176B
1281	Signal-peptide	0.91	COL3A1
64094	Signal-peptide	0.9047	SMOC2
27	Intracellular	0.5797	ABL2
5693	UPS	0.5422	PSMB5
2335	Signal-peptide	0.7896	FN1
558	Signal-peptide	0.8543	AXL
3479	Signal-peptide	0.55	IGF1
1191	Signal-peptide	0.9793	CLU
115908	Signal-peptide	0.9999	CTHRC1
1842	Signal-peptide	0.9217	ECM2
54587	Signal-peptide	0.9197	MXRA8
6648	UPS	0.615	SOD2
2260	Signal-peptide	0.9126	FGFR1
140823	Transmembrane	0.982	ROMO1
27122	Signal-peptide	0.9912	DKK3
9589	Intracellular	0.8025	WTAP
23764	Intracellular	0.9327	MAFF
2274	UPS	0.5775	FHL2
4000	Intracellular	0.8798	LMNA
5209	Intracellular	0.7566	PFKFB3
677	Intracellular	0.6158	ZFP36L1
6396	UPS	0.529	SEC13
55076	Transmembrane	0.5037	TMEM45A
26471	Intracellular	0.9345	NUPR1
3428	Intracellular	0.5036	IFI16
6520	UPS	0.502	SLC3A2
133308	UPS	0.5024	SLC9B2
23560	Intracellular	0.8798	GTPBP4
3638	UPS	0.5595	INSIG1
2152	Signal-peptide	0.4512	F3
220	Intracellular	0.5154	ALDH1A3
3638	UPS	0.54990000000000006	INSIG1
10447	Transmembrane	0.5012	FAM3C
6840	Intracellular	0.7623	SVIL
58505	Transmembrane	0.9296	OSTC
2192	Signal-peptide	0.9549	FBLN1
11177	Intracellular	0.8798	BAZ1A
2182	UPS	0.5001	ACSL4
23780	UPS	0.5316	APOL2
3590	Signal-peptide	0.6302	IL11RA
5764	Signal-peptide	0.898	PTN
10865	Intracellular	0.7164	ARID5A
11177	Intracellular	0.8798	BAZ1A
2192	Signal-peptide	0.9549	FBLN1
81617	UPS	0.6135	CAB39L
2335	Signal-peptide	0.7896	FN1
26509	Intracellular	0.5459	MYOF
10169	Intracellular	0.9327	SERF2
2512	UPS	0.5506	FTL
2590	Transmembrane	0.6641	GALNT2
79901	Transmembrane	0.9974	CYBRD1
2017	Intracellular	0.5597	CTTN
7127	Intracellular	0.5714	TNFAIP2
4915	Signal-peptide	0.6734	NTRK2
5066	Signal-peptide	0.7469	PAM
127544	Intracellular	0.6624	RNF19B
1675	Signal-peptide	0.9052	CFD
9536	Transmembrane	0.8317	PTGES
2260	Signal-peptide	0.9454	FGFR1
6645	Intracellular	0.5698	SNTB2
9588	UPS	0.5728	PRDX6
2006	Signal-peptide	0.9369	ELN
6648	UPS	0.615	SOD2
2260	Signal-peptide	0.9489	FGFR1
25824	UPS	0.5389	PRDX5
9260	Intracellular	0.5448	PDLIM7
286133	Transmembrane	0.7745	SCARA5
219348	Signal-peptide	0.8853	PLAC9
140576	UPS	0.6176	S100A16
7148	Signal-peptide	0.9978	TNXB
19	Transmembrane	0.8339	ABCA1
716	Signal-peptide	0.9264	C1S
1471	Signal-peptide	0.999	CST3
81617	UPS	0.6135	CAB39L
710	Intracellular	0.5181	SERPING1
91663	Transmembrane	0.7991	MYADM
127544	Intracellular	0.7334	RNF19B
1984	UPS	0.614	EIF5A
1009	Signal-peptide	0.5813	CDH11
23564	Intracellular	0.9285	DDAH2
4000	Intracellular	0.8798	LMNA
4327	Signal-peptide	0.6377	MMP19
2202	Signal-peptide	0.9939	EFEMP1
2934	Intracellular	0.6245	GSN
10169	Intracellular	0.9345	SERF2
9221	Intracellular	0.6317	NOLC1
23564	Intracellular	0.5537	DDAH2
64094	Intracellular	0.9149	SMOC2
6520	UPS	0.5019	SLC3A2
79987	Signal-peptide	0.7319	SVEP1
5355	Transmembrane	0.9802	PLP2
7106	Transmembrane	0.7915	TSPAN4
64236	Intracellular	0.5205	PDLIM2
23521	Intracellular	0.9345	RPL13A
2152	Signal-peptide	0.4512	F3
1415	UPS	0.5737	CRYBB2
5066	Intracellular	0.7872	PAM
23564	Intracellular	0.5537	DDAH2
5125	Intracellular	0.6801	PCSK5
10457	Signal-peptide	0.9931	GPNMB
4958	Signal-peptide	0.7661	OMD
6840	Intracellular	0.5515	SVIL
7422	Intracellular	0.9345	VEGFA
23213	Signal-peptide	0.5456	SULF1
1902	Transmembrane	0.9961	LPAR1
51614	Transmembrane	0.9301	ERGIC3
5744	Intracellular	0.9345	PTHLH
2006	Signal-peptide	0.9369	ELN
23564	Intracellular	0.9326	DDAH2
27	Intracellular	0.57	ABL2
2274	UPS	0.5775	FHL2
221476	Signal-peptide	0.9951	PI16
2273	Intracellular	0.5936	FHL1
129804	Signal-peptide	0.9976	FBLN7
1307	Signal-peptide	0.8662	COL16A1
2719	UPS	0.6018	GPC3
4907	Signal-peptide	0.888	NT5E
6275	UPS	0.6138	S100A4
23564	Intracellular	0.5537	DDAH2
23564	Intracellular	0.5537	DDAH2
140576	UPS	0.6176	S100A16
102157402	UPS	0.5751	AK6
4780	UPS	0.5982	NFE2L2
4501	Intracellular	0.5763	MT1X
5621	Signal-peptide	0.9993	PRNP
23423	Signal-peptide	0.9623	TMED3
1396	Intracellular	0.532	CRIP1
54205	UPS	0.6175	CYCS
58526	UPS	0.6334	MID1IP1
2719	Signal-peptide	0.8273	GPC3
8727	UPS	0.6172	CTNNAL1
91663	Transmembrane	0.7991	MYADM
3371	Signal-peptide	0.8824	TNC
3479	Signal-peptide	0.95	IGF1
4773	Intracellular	0.5873	NFATC2
55700	Intracellular	0.8798	MAP7D1
717	Signal-peptide	0.9992	C2
23480	Transmembrane	0.9959	SEC61G
7106	Transmembrane	0.9253	TSPAN4
2260	Signal-peptide	0.9489	FGFR1
4267	Signal-peptide	0.9992	CD99
3479	Signal-peptide	0.55	IGF1
5270	Signal-peptide	0.9859	SERPINE2
81617	UPS	0.6138	CAB39L
1382	UPS	0.5734	CRABP2
7922	Signal-peptide	0.5139	SLC39A7
8572	Intracellular	0.9343	PDLIM4
4267	Signal-peptide	0.9935	CD99
5901	UPS	0.6221	RAN
81617	UPS	0.5572	CAB39L
4267	UPS	0.5958	CD99
10169	Intracellular	0.9345	SERF2
1471	Signal-peptide	0.999	CST3
51148	UPS	0.5708	CERCAM
7148	Intracellular	0.5535	TNXB
9497	Intracellular	0.5459	SLC4A7
10085	Signal-peptide	0.9962	EDIL3
51280	Transmembrane	0.995	GOLM1
4907	Signal-peptide	0.888	NT5E
25	Intracellular	0.585	ABL1
710	Signal-peptide	0.9285	SERPING1
717	Signal-peptide	0.9999	C2
84168	Signal-peptide	0.5466	ANTXR1
7922	Transmembrane	0.8987	SLC39A7
284297	Signal-peptide	0.8925	SSC5D
7071	Intracellular	0.5656	KLF10
1646	UPS	0.558	AKR1C2
7140	Intracellular	0.9345	TNNT3
56265	Signal-peptide	0.9312	CPXM1
5654	UPS	0.5309	HTRA1
3481	Signal-peptide	0.9785	IGF2
2159	Signal-peptide	0.4489	F10
23516	Signal-peptide	0.7417	SLC39A14
