p_val	avg_log2FC	pct.1	pct.2	p_val_adj	GeneName
0	0.8230715557588765	0.567	0.19	0	VEGFB
0	1.9504472976599985	0.795	0.156	0	CD248
0	1.1089734235878104	0.551	0.111	0	PDGFD
0	0.7968421077843288	0.337	0.044	0	ARHGAP20
0	1.1673490041986454	0.486	0.058	0	NTM
0	0.7329497708793594	0.477	0.15	0	FAM107B
0	1.1331012026079312	0.76	0.319	0	PLXDC2
0	0.928353560237564	0.702	0.262	0	ARHGAP21
0	0.5908384874776339	0.302	0.065	0	APBB1IP
0	1.5514055558515887	0.989	0.568	0	PLAC9
0	1.0796045386894733	0.497	0.08	0	TBC1D12
0	1.2576823874252092	0.862	0.318	0	ADD3
0	0.953753372685721	0.519	0.139	0	GRK5
0	0.800108072939301	0.437	0.123	0	CPXM2
0	2.747729892523797	0.979	0.399	0	MFAP5
0	1.229048091114148	0.812	0.261	0	MGST1
0	0.8446035913410617	0.822	0.368	0	SSPN
0	0.9179296608019196	0.307	0.034	0	PTHLH
0	0.6084298007708863	0.219	0.007	0	WNT10B
0	1.2775462787452945	0.873	0.366	0	LIMA1
0	0.8006981650928336	0.355	0.06	0	SPRYD3
0	1.952761526507869	0.984	0.538	0	IGFBP6
0	0.7735346669701371	0.908	0.471	0	LUM
0	1.029794888074072	0.998	0.726	0	DCN
0	0.8242684027903084	0.676	0.274	0	EEA1
0	0.8003095847696011	0.383	0.062	0	ADGRD1
0	0.59718962786329	0.692	0.268	0	MEDAG
0	1.0961466775610906	0.662	0.173	0	DCLK1
0	0.600352484185763	0.999	0.952	0	ITM2B
0	0.952508058760872	0.588	0.187	0	ITGBL1
0	1.4186547507905034	0.753	0.219	0	F10
0	1.3307015255738766	0.836	0.268	0	NOVA1
0	0.6562893469352282	0.353	0.076	0	GALNT16
0	0.7811332196298966	0.542	0.18	0	JDP2
0	1.0099557370850487	0.431	0.065	0	FLRT2
0	0.9387275025154058	0.428	0.085	0	AHNAK2
0	3.0593054309923433	0.977	0.43	0	FBN1
0	0.745552187583883	0.268	0.033	0	CEP152
0	0.9949767920825905	0.993	0.838	0	ANXA2
0	0.8056167572767778	0.782	0.323	0	CILP
0	1.2327340381215155	0.619	0.118	0	ITGA11
0	1.7924114123616577	0.704	0.119	0	LOXL1
0	1.568465712565372	0.86	0.252	0	ISLR
0	0.850053437874123	0.463	0.109	0	ADAMTSL3
0	1.3387532483097717	0.646	0.151	0	ALDH1A3
0	1.1322971032275588	0.51	0.083	0	PCSK6
0	0.6438957135465107	0.353	0.08	0	ORAI3
0	1.0540093719165504	0.471	0.078	0	HSD3B7
0	0.7376486485481912	0.853	0.389	0	MMP2
0	1.0342098441807346	0.752	0.29	0	TPPP3
0	1.539022463768817	0.805	0.246	0	GAS7
0	0.761623247048594	0.828	0.356	0	MFAP4
0	0.798966401323333	0.507	0.152	0	VAT1
0	0.6462891525297425	0.861	0.367	0	COL1A1
0	0.8256831475972088	0.72	0.272	0	MRC2
0	0.9803151235874699	0.483	0.131	0	SMURF2
0	1.1476875693033082	0.481	0.098	0	C17orf58
0	0.9300626874283799	0.746	0.295	0	MXRA7
0	1.3223321504391763	0.951	0.474	0	TIMP2
0	0.8233287146468236	0.546	0.181	0	METRNL
0	0.998401582761928	0.491	0.09	0	EMILIN2
0	0.940664100859708	0.497	0.105	0	EPB41L3
0	0.7830138376044773	0.387	0.106	0	APCDD1
0	0.4876977720148249	0.189	0.02	0	FHOD3
0	0.8255215309918142	0.999	0.928	0	CST3
0	1.2872624871004332	0.634	0.149	0	PROCR
0	0.8696903408311926	0.491	0.131	0	DLGAP4
0	0.8511168640748772	0.771	0.327	0	WISP2
0	1.2969531211222223	0.346	0.091	0	SLPI
0	1.0419422843704633	0.676	0.215	0	PLTP
0	1.3602008219173214	0.659	0.147	0	PTGIS
0	0.6165543833361307	0.212	0.008	0	BMP7
0	0.7058761881226143	0.431	0.121	0	PALM
0	1.0404762339984632	0.978	0.78	0	CFD
0	0.7874885911333522	0.868	0.449	0	NFIC
0	0.8936168855738007	0.966	0.536	0	LTBP4
0	0.890948341442758	0.64	0.239	0	AXL
0	0.8175138016225558	0.617	0.228	0	RRAS
0	0.9591784183606071	0.553	0.146	0	SSC5D
0	2.125630248520457	0.735	0.16	0	ADAMTS5
0	0.6341283142063164	0.251	0.025	0	HUNK
0	0.7030795852422611	0.435	0.121	0	CBR3
0	0.8770541510509169	0.982	0.558	0	COL6A1
0	0.7281531848105853	0.994	0.688	0	COL6A2
0	0.5621109837134624	0.206	0.027	0	CHL1
0	0.7536103908362929	0.24	0.006	0	DACT2
0	0.5087913481474752	0.169	0.007	0	LUZP2
0	0.4068832651924684	0.139	0.004	0	WSCD2
0	0.8686352470221679	0.159	0.003	0	MSTN
4.26032960304417e-307	0.6324841671991828	0.907	0.416	9.245341271566153e-303	C1S
3.699609678604627e-306	0.3259795026364534	0.107	0.005	8.028522963539901e-302	IL20RB
7.04654378811991e-306	0.662865559732303	0.407	0.115	1.5291704674599017e-301	TMEM159
2.6698937477390445e-305	0.9397551135709294	0.848	0.488	5.793936421968501e-301	SH3BGRL3
5.10732940396322e-305	0.5778282613411196	0.298	0.065	1.1083415539540585e-300	PAPSS2
2.2515090126001517e-304	0.6605355545189333	0.397	0.11	4.8859997082435895e-300	GPSM2
2.6296473436884427e-303	0.7310618127298703	0.807	0.38	5.706597700538289e-299	MAP1B
4.272801486851833e-303	0.838753114355582	0.623	0.252	9.272406506617162e-299	PALLD
5.184941246617125e-303	0.8047591550889652	0.75	0.358	1.1251840999283823e-298	GYPC
1.3550071649390072e-302	0.7063803682211653	0.892	0.436	2.9405010486341395e-298	FBLN1
2.8044034742101626e-302	0.5670600083716781	0.282	0.059	6.085835979383474e-298	PKDCC
1.027968002280459e-301	0.4250878062388932	0.166	0.019	2.230793361748824e-297	STK32B
2.5657021629785537e-301	0.6877366681679469	0.9	0.451	5.56783026387976e-297	C1R
1.1943104489705498e-300	0.7187718673334857	0.724	0.305	2.5917731053109904e-296	FBLN5
1.202285713790962e-299	0.7360203474766007	0.556	0.199	2.6090802274977667e-295	VIT
5.370536061437212e-299	0.8676813576852265	0.613	0.249	1.1654600306924892e-294	PLAGL1
3.6055959877937787e-298	0.7255353285013393	0.906	0.507	7.824503853111279e-294	PMP22
1.3274714156855903e-296	0.6429182499665462	0.399	0.113	2.8807457191792997e-292	CAB39L
2.663128929348245e-296	0.7246366607679366	0.368	0.099	5.779256089578626e-292	GALNT15
5.311454874705696e-296	0.757280695833529	0.588	0.222	1.152638822359883e-291	RUNX1T1
1.4044623436358412e-295	0.842128211576779	0.764	0.379	3.047823731924139e-291	RBMS1
1.999542235961825e-295	0.6508259242376995	0.981	0.819	4.3392066062607565e-291	S100A11
2.4373875330658906e-294	0.6027047306397066	0.324	0.078	5.289374685506289e-290	KDELR3
6.514480720217447e-294	0.7299800150422495	0.804	0.386	1.4137074610943881e-289	FGFR1
1.0513519655245985e-293	0.7189526216089464	0.535	0.191	2.2815389003849313e-289	SESTD1
2.746526819990168e-292	0.6739334317589735	0.455	0.144	5.960237852060664e-288	GLT8D1
4.947625297474025e-289	0.5280413784302401	0.253	0.05	1.0736841658048381e-284	LVRN
4.994676197690733e-289	0.6332002459184156	0.449	0.14	1.083894681660866e-284	BIN1
3.449070451807731e-288	0.56213944885552	0.941	0.604	7.484827787467958e-284	TIMP1
2.835520593544927e-287	0.734488707761098	0.403	0.12	6.153363240051845e-283	PPL
4.198692480692638e-285	0.6582775370020428	0.968	0.725	9.111582552351095e-281	LAPTM4A
8.746763225699649e-284	0.7896522083989252	0.691	0.31	1.8981350876090808e-279	HDLBP
3.760184953846693e-283	0.7017064642653232	0.494	0.169	8.159977368342708e-279	ALDH3A2
5.070743920811395e-283	0.6882841802960596	0.452	0.145	1.1004021382552808e-278	MAP1A
6.254840239283797e-282	0.4439125835293279	0.17	0.023	1.357362880326977e-277	SEMA3D
3.694863530764161e-281	0.7902851725000051	0.705	0.326	8.018223348111306e-277	ASPH
1.1255600171808324e-280	0.49577422310051167	0.225	0.041	2.4425777932841245e-276	PRRX2
1.8519445818960213e-280	0.7414502323636927	0.757	0.354	4.018904937172556e-276	DDAH2
8.835243550886056e-280	0.7268404468158738	0.607	0.24	1.9173362029777828e-275	PAM
1.8083789732147402e-279	0.4956028721184912	0.236	0.045	3.9243632097733075e-275	RP11-834C11.4
2.2508668779688847e-279	0.6430376559443134	0.418	0.127	4.8846062118802765e-275	ARHGEF10
3.2603212125062953e-278	0.8171774062327128	0.659	0.289	7.075223063259912e-274	SSR3
2.8912340268764035e-275	0.614184148727448	0.32	0.081	6.274266961724484e-271	SEMA3B
1.183626486825573e-274	0.6943762599016452	0.588	0.224	2.5685878390601757e-270	CTSK
8.910212278885453e-274	0.43955483121335037	0.187	0.029	1.9336051666409322e-269	COL8A2
1.254844579138333e-272	0.7297211983067233	0.879	0.546	2.7231382211880966e-268	CAST
1.549089399492932e-272	0.5446878887222267	0.327	0.083	3.3616789058396113e-268	C12orf75
1.1902251529229503e-270	0.5723919839223537	0.288	0.067	2.5829076043580945e-266	ARL4D
4.641888200654043e-270	0.589644347828816	0.38	0.11	1.0073361584239339e-265	OLFML1
1.0188793765299696e-267	0.5677130309224112	0.318	0.082	2.211070135007687e-263	TRIL
7.860196241477086e-267	0.5789418137241056	0.279	0.065	1.7057411863629425e-262	GPC6
2.38273513713779e-266	0.7378123437039976	0.67	0.292	5.170773521102718e-262	MXRA8
5.147851743414837e-266	0.6991112003017359	0.601	0.239	1.1171353068384537e-261	EBF1
1.2876617884949037e-265	0.6880837076343476	0.614	0.249	2.7943548472127907e-261	TCF7L2
9.138457138997793e-264	0.7027825636548202	0.72	0.333	1.983136583733911e-259	CELF2
3.826754851419163e-263	0.5511380086160866	0.284	0.068	8.304440703064726e-259	GALNT10
1.6791062140803702e-262	0.5550936596907317	0.315	0.081	3.6438283951758113e-258	GLI3
7.80712820419567e-262	0.6487376158345486	0.685	0.294	1.6942248915925025e-257	SOD3
2.7685784746929732e-260	0.6837667580285474	0.599	0.241	6.008092147931221e-256	PLXDC1
7.336884759280076e-260	0.6889613146054852	0.563	0.219	1.5921773616113693e-255	OLFML3
4.055941635993181e-259	0.4914712063269058	0.159	0.021	8.801798944268802e-255	FABP3
5.22121759924225e-259	0.7073212764678296	0.519	0.195	1.1330564312115605e-254	HCFC1R1
5.822933110396559e-259	0.7112613097476432	0.561	0.219	1.2636347142871571e-254	COL5A1
2.8099193745747925e-258	0.6797902218750984	0.555	0.214	6.0978060347647575e-254	PTPRA
7.444655880653062e-258	0.6600781412693365	0.463	0.161	1.615564772660521e-253	PLEKHA5
8.997223656171747e-257	0.6251881550976444	0.765	0.343	1.9524875056258309e-252	PCOLCE
4.8800931861087785e-256	0.6675279018737629	0.527	0.199	1.0590290223174661e-251	HEG1
2.2860479775660435e-255	0.7037736087248587	0.69	0.308	4.960952716116071e-251	NFIX
2.484880031497413e-255	0.5368058419424051	0.293	0.073	5.392438156352536e-251	TMOD2
2.9614209506931274e-255	0.5635998634481034	0.375	0.111	6.426579605099156e-251	RERG
6.1531069569387805e-255	0.4854446873412852	0.239	0.05	1.3352857407252847e-250	AFAP1
1.2429752654937559e-254	0.5927456254344685	0.318	0.085	2.6973806236479995e-250	THBS2
2.4150600017509953e-253	0.7075462665163255	0.694	0.317	5.240921709799835e-249	GOLIM4
1.0243810873429631e-252	0.3736536460923422	0.153	0.02	2.2230093976429643e-248	SPSB4
2.6023417287451173e-252	0.4193461532138127	0.137	0.016	5.6473417855497795e-248	CD24
1.1933186349287961e-251	0.5434969079282908	0.335	0.093	2.5896207696589804e-247	EXT1
3.658919097408049e-251	0.48215953297206304	0.225	0.046	7.940220333285207e-247	LMO3
3.6772536047656926e-251	0.715001014943617	0.724	0.349	7.980008047702029e-247	ABLIM1
1.5678716894465303e-249	0.6866249941012632	0.639	0.282	3.402438353267915e-245	ATP2B1
2.401008224632083e-249	0.609290173878263	0.946	0.581	5.210427948274084e-245	SERPING1
1.9574630840661956e-248	0.7893034340624163	0.587	0.248	4.247890638732051e-244	UGP2
4.290641982572178e-248	0.3572168958322094	0.124	0.013	9.311122166379883e-244	CCDC144NL-AS1
1.3812950906111963e-247	0.6292276846941893	0.425	0.142	2.997548476135357e-243	SETD7
3.5812593911479257e-247	0.4895595071299961	0.238	0.051	7.771691004730114e-243	PRRG3
1.3683039783743215e-246	0.6580214209931985	0.678	0.303	2.969356463470115e-242	ABI3BP
9.646018535738038e-246	0.7066270989833674	0.647	0.287	2.0932824824405116e-241	REXO2
1.0380563556638647e-244	0.7099616287532449	0.641	0.283	2.252686097426153e-240	SEC31A
1.0565647121346624e-244	0.37990393828407654	0.154	0.021	2.292851081803431e-240	GPR1
2.893420471861648e-243	0.6433902718404617	0.427	0.146	6.279011765986963e-239	ZCCHC24
6.2866572392854566e-242	0.6595118026628487	0.596	0.25	1.364267487497337e-237	FYN
1.5710606271131407e-241	0.5827468654284662	0.369	0.113	3.4093586668982265e-237	CAMK1D
3.4594355917709352e-239	0.6823824358020303	0.664	0.297	7.507321177702107e-235	CPQ
4.806347111219315e-238	0.34772276776991157	0.12	0.012	1.0430253866057035e-233	SPAG17
5.2296600996056613e-238	0.547310798361847	0.334	0.095	1.1348885382154245e-233	SNX7
7.992157815295243e-238	0.7116272866707873	0.36	0.114	1.7343781674972206e-233	LEPR
1.0967485225187097e-236	0.4371972432200826	0.341	0.102	2.380053968717852e-232	CMYA5
1.1949421828614163e-236	0.5325433154261736	0.317	0.087	2.5931440310275595e-232	SNX21
2.199340302966798e-236	0.608633602704199	0.373	0.118	4.772788391468248e-232	EHBP1
5.381149063634752e-235	0.6078051259044578	0.359	0.11	1.1677631582993774e-230	KHDRBS3
4.0979324061151883e-234	0.4471634675162943	0.22	0.046	8.89292311451057e-230	MFAP2
3.523513710914199e-233	0.5275435479120791	0.339	0.099	7.646377104054903e-229	CDC42EP2
6.301926307624924e-232	0.5113481787272256	0.301	0.082	1.3675810280176848e-227	PLCB1
1.607782291044277e-231	0.6144605582391927	0.425	0.147	3.4890483497951854e-227	HIC1
1.0779590670864476e-230	0.34742140347631545	0.1	0.008	2.3392789714843e-226	ANGPTL7
1.1997303218764354e-230	0.6550095263429261	0.538	0.216	2.6035347715040524e-226	TMEM176B
8.1297366047607175e-230	0.6832701399564138	0.613	0.274	1.7642341405991233e-225	SH3BP5
2.556000141947186e-229	0.275719305539812	0.1	0.008	5.546775908039588e-225	SLC4A4
4.472133404759307e-229	0.6000743010101817	0.41	0.139	9.704976701668173e-225	ZNF704
9.643229526285345e-229	0.5693659971582183	0.284	0.076	2.0926772394991827e-224	FGF18
1.0420116635844027e-228	0.5153198562237111	0.527	0.204	2.2612695111445123e-224	GJA1
1.960679645942888e-228	0.5281605187408219	0.309	0.087	4.254870899660661e-224	UBTD2
9.890702927682445e-228	0.6241231032347625	0.481	0.18	2.146381442336367e-223	ITGB5
6.744314397616675e-225	0.4509185897507791	0.226	0.05	1.4635836674267947e-220	CYB561
1.6777742771489356e-224	0.34442546844762867	0.139	0.019	3.640937958840905e-220	ELOVL6
2.932842715102523e-224	0.6899954986001772	0.547	0.226	6.364561976043986e-220	LTBP1
1.542967153893638e-223	0.6856941834464196	0.787	0.408	3.348393020664584e-219	DPT
2.3924849534559076e-223	1.408189165293936	0.588	0.293	5.191931597494665e-219	THBS4
1.7779236361879976e-222	0.5819829153541358	0.464	0.169	3.8582720828915736e-218	SVEP1
2.0004733329348556e-222	0.6405599262436477	0.46	0.172	4.3412271798019304e-218	TRIOBP
6.27718454160115e-222	0.5456884933652146	0.331	0.1	1.3622118173728657e-217	THBS3
4.189332444530342e-221	0.6123714875932558	0.605	0.26	9.091270337875295e-217	PCYOX1
7.186977450235375e-221	0.6495763014738174	0.438	0.157	1.5596459764755788e-216	CYP4B1
8.08055713592935e-221	0.3892318662585106	0.16	0.026	1.7535617040680282e-216	LINC00968
6.479016157149559e-220	0.7706336652800041	0.813	0.471	1.4060112962630257e-215	EMP3
1.477396056917774e-219	0.686438267159365	0.559	0.238	3.206097183117262e-215	SPON2
1.844732658830148e-219	0.3910173713045204	0.137	0.019	4.003254342927304e-215	SH2D1A
1.7618965672902548e-218	0.6060537108731685	0.456	0.169	3.823491740676582e-214	PER3
3.633184176197494e-217	0.4216256049798526	0.986	0.767	7.884372980766182e-213	MGP
8.416201246367168e-217	0.5829839146019598	0.418	0.147	1.8263998324741392e-212	CMTM3
1.9279037772438903e-216	0.646394272379105	0.487	0.193	4.1837439869969665e-212	CCDC186
6.040534632412556e-216	0.5834697176963908	0.802	0.435	1.3108564205798489e-211	EPB41L2
1.3355158223721555e-214	0.6355760286173189	0.673	0.317	2.8982028861298146e-210	PRRX1
4.214921298262057e-213	0.5620116063330594	0.386	0.131	9.14680070935849e-209	ABL1
1.6882199508756334e-212	0.5880873355538168	0.432	0.157	3.663606115395212e-208	PKD2
2.912453581029455e-212	0.5536125895061348	0.992	0.946	6.3203155161920205e-208	ACTG1
1.026903774491754e-210	0.575572047536217	0.428	0.155	2.2284838810245554e-206	COPZ2
2.0440842604138572e-210	0.38266251937279905	0.174	0.033	4.4358672535241117e-206	IL17D
2.3616727109570806e-210	0.5029570432637503	0.321	0.097	5.125065950047961e-206	ATP11A
5.053238528041149e-210	0.613431632871154	0.502	0.201	1.0966032929702098e-205	P4HA2
7.570353612811533e-210	0.5870210396612576	0.492	0.193	1.642842437516231e-205	NTN4
7.682236031586814e-210	0.5761075490268518	0.454	0.17	1.6671220412146545e-205	KANK2
1.9249907025255028e-209	0.33321387645691947	0.128	0.017	4.177422323550594e-205	ADAMTS16
3.626937876035003e-209	0.5816622404505685	0.326	0.102	7.87081788478356e-205	TES
3.879200648057144e-209	0.6159774441447939	0.427	0.155	8.418253326348809e-205	CSF1
3.9146689761978023e-209	0.6379194409439755	0.495	0.2	8.495223145246851e-205	CAMK2N1
5.694770773500305e-209	0.5155471418171409	0.319	0.096	1.2358222055573011e-204	FEZ1
8.872188263861274e-209	0.6142342572186292	0.655	0.311	1.925353575140535e-204	RBPJ
2.380325676635967e-208	0.5979424141153878	0.403	0.143	5.1655447508677125e-204	SMARCA1
1.12529138471298e-207	0.6217988004625632	0.569	0.246	2.4419948339656377e-203	OPTN
1.5908027564551365e-207	0.5276824221667047	0.293	0.085	3.452201061783292e-203	LPAR1
1.775622324894836e-207	0.4786269242947801	0.279	0.077	3.853278007254283e-203	SH3PXD2B
2.09926225470843e-207	0.4288091301387573	0.998	0.941	4.5556090189427636e-203	CD63
4.022892240372274e-207	0.5138770572239937	0.256	0.068	8.730078450831872e-203	NOX4
1.4506089036234505e-206	0.6599365870851632	0.446	0.173	3.14796638175325e-202	FAP
1.9626207760336e-206	0.5267750982275848	0.344	0.11	4.259083346070516e-202	C1QTNF2
4.2578430303983677e-206	0.4004892812360734	0.19	0.039	9.239945160267498e-202	MN1
1.2314279759608004e-205	0.5290231864887215	0.327	0.102	2.6723218506325327e-201	WNT5A
1.3979726118845712e-205	0.5747903302184318	0.465	0.179	3.033740365050708e-201	TMEM176A
5.061764237828577e-205	0.47304136072785485	0.273	0.076	1.0984534572511795e-200	PLXNC1
9.901538968840237e-205	0.3314786773589964	0.141	0.022	2.1487329716280198e-200	FAM69A
2.492768378739112e-204	0.4764487880482302	0.291	0.083	5.409556658701747e-200	GUCY1A2
1.0607585661899916e-203	0.475890377661553	0.264	0.071	2.3019521644889007e-199	ADAMTS2
3.206435450486445e-203	0.4791796344763797	0.259	0.069	6.958285571100634e-199	MMP23B
3.4060319942799336e-203	0.5410269984029823	0.391	0.136	7.391430030786884e-199	TMEM106C
6.773207601587683e-203	0.6119487328017832	0.875	0.552	1.469853781620543e-198	NFIB
1.2579666732808958e-202	0.560796548858471	0.398	0.141	2.729913477686872e-198	CCND2
1.6610622977264337e-202	0.548814891453286	0.397	0.141	3.604671292296134e-198	IQSEC1
2.4427200784254795e-202	0.777889707620899	0.691	0.358	5.300946842191133e-198	CLU
1.3956663872272549e-201	0.5648026251689551	0.927	0.63	3.028735626921866e-197	SPTBN1
1.7831892757531972e-201	0.5897878741048657	0.692	0.335	3.8696990473120133e-197	PRKCDBP
3.066327654487059e-201	0.5861321436266631	0.556	0.237	6.654237643002367e-197	"NAV1"
6.681587270910115e-201	0.44516528264705313	0.786	0.365	1.449971253660204e-196	XIST
7.357815929110278e-200	0.48156961061003845	0.988	0.931	1.5967196347762214e-195	SERF2
8.185379540135813e-200	0.5815436146939492	0.688	0.33	1.7763092140048727e-195	HTRA1
4.28002332088735e-199	0.5939671643233062	0.723	0.363	9.288078608657637e-195	CYBRD1
2.0730781443380837e-198	0.4610104291085577	0.253	0.067	4.4987868810280755e-194	HRH1
3.837345776779872e-198	0.5579757297446011	0.894	0.535	8.327424070190001e-194	S100A13
