p_val	avg_log2FC	pct.1	pct.2	p_val_adj	GeneName
0	1.034825612813728	0.805	0.377	0	GPX3
0	0.8040728445920482	0.543	0.233	0	EBF1
0	1.2039861563913679	0.91	0.374	0	TNXB
0	1.153336881051608	0.651	0.235	0	COL12A1
0	0.8598216169783353	0.85	0.456	0	MARCKS
0	0.758534069791325	0.488	0.191	0	MAN1A1
0	1.395714957046704	0.786	0.291	0	LAMA2
0	0.8362870450683164	0.56	0.242	0	PLAGL1
0	1.8843854651705492	0.852	0.308	0	SMOC2
0	0.8118384636844194	0.653	0.277	0	GPNMB
0	0.7110215935456063	0.311	0.073	0	BMPER
0	1.1869077299232231	0.762	0.337	0	EGFR
0	0.5238263259631415	0.985	0.607	0	COL1A2
0	0.7939405807260899	0.584	0.256	0	SGCE
0	1.0115010293035953	0.784	0.32	0	PCOLCE
0	1.0130529763988654	0.501	0.174	0	LAMB1
0	0.8908815815344928	0.554	0.198	0	TMEM176B
0	0.783501695101139	0.465	0.166	0	TMEM176A
0	0.675605025384959	0.325	0.095	0	ANOS1
0	0.7890747894227741	0.323	0.079	0	FIGF
0	0.8719451238743084	0.436	0.144	0	SRPX
0	0.7235238969376744	0.232	0.03	0	CAPN6
0	1.3150952552438369	0.829	0.289	0	PDGFRL
0	0.8250814477613462	0.499	0.175	0	EBF2
0	0.8838158309135677	0.662	0.244	0	SCARA5
0	1.3070978920597116	0.561	0.148	0	SFRP1
0	0.8940812819332682	0.551	0.212	0	RUNX1T1
0	0.6437315244585788	0.748	0.372	0	SDC2
0	0.9445066951797307	0.878	0.537	0	NFIB
0	0.8317626523865946	0.671	0.301	0	ALDH1A1
0	1.066968751112169	0.702	0.268	0	GAS1
0	1.6890961880706705	0.858	0.327	0	COL15A1
0	1.0142440501787657	0.488	0.151	0	SVEP1
0	1.5656541346344577	0.999	0.861	0	GSN
0	0.8528456253136287	0.592	0.248	0	ANGPTL2
0	0.9654602527114939	0.647	0.281	0	HMCN2
0	0.6666087079230454	0.228	0.037	0	ADAMTSL2
0	1.813350459694823	0.762	0.376	0	PTGDS
0	0.9375455567252029	0.95	0.659	0	CD81
0	1.1494402255115648	0.492	0.096	0	FIBIN
0	0.9974554462822027	0.94	0.566	0	SERPING1
0	0.6236994666814406	0.259	0.059	0	NOX4
0	1.0547157331032886	0.666	0.288	0	ITIH5
0	0.5619355740655037	1	0.989	0	VIM
0	0.8321319985938614	0.593	0.262	0	ARHGAP21
0	0.6075308289436441	0.8	0.423	0	CXCL12
0	0.8393490730471376	0.96	0.554	0	PLAC9
0	0.9700626311149743	0.725	0.318	0	ADD3
0	0.8660256784781764	0.586	0.237	0	TCF7L2
0	0.8652886739655292	0.695	0.312	0	HTRA1
0	1.155515775152939	0.911	0.392	0	C1S
0	1.0747183830916192	0.901	0.43	0	C1R
0	1.2486662942385216	0.996	0.755	0	MGP
0	1.1155526691882738	0.715	0.253	0	MGST1
0	1.2640615920208824	0.812	0.349	0	SSPN
0	0.777533611885715	0.563	0.25	0	METTL7A
0	0.43596512662589815	0.934	0.526	0	IGFBP6
0	1.3116166519163697	0.871	0.402	0	LRP1
0	1.177639009889683	0.968	0.439	0	LUM
0	1.5244801408727886	1	0.713	0	DCN
0	1.3518304198576014	0.761	0.288	0	IGF1
0	0.8589969453880633	0.499	0.181	0	DCLK1
0	0.5578634516671097	0.996	0.95	0	ITM2B
0	0.9905250952278795	0.492	0.156	0	PCDH9
0	0.9647272397568278	0.578	0.218	0	SPRY2
0	1.71135174874645	0.816	0.246	0	NOVA1
0	1.3859946492535113	0.622	0.159	0	LTBP2
0	1.3554155786442819	0.794	0.272	0	FBLN5
0	0.9393123536476089	0.372	0.071	0	SERPINA5
0	0.3077424434986433	0.854	0.428	0	FBN1
0	0.7479914851226409	0.443	0.158	0	FGF7
0	1.4324324900158465	0.854	0.288	0	CILP
0	0.7378924778093889	0.399	0.136	0	ITGA11
0	0.9317655941239367	0.531	0.181	0	LARP6
0	0.9220813352018575	0.694	0.255	0	ISLR
0	0.8686647889664165	0.489	0.168	0	RGMA
0	0.7267491773691641	0.796	0.378	0	MMP2
0	0.7828035225820122	0.875	0.459	0	SERPINF1
0	1.0176229336191576	0.878	0.494	0	PMP22
0	1.0301859929116328	0.831	0.333	0	MFAP4
0	0.836979553568489	0.536	0.237	0	PLXDC1
0	1.0076752164898974	0.673	0.26	0	MRC2
0	2.1090392070842343	0.933	0.341	0	ABCA8
0	1.5436918421364452	0.684	0.172	0	ABCA9
0	1.754592009439687	0.751	0.167	0	ABCA6
0	1.9720689286910442	0.683	0.088	0	ABCA10
0	0.9977625253309602	0.5	0.14	0	COLEC12
0	0.7964261669097069	0.343	0.101	0	APCDD1
0	0.9170097098133381	0.903	0.594	0	TCF4
0	1.4669445796544691	0.851	0.292	0	WISP2
0	0.8071197131516737	0.283	0.044	0	CBLN4
0	1.5032833623845248	0.994	0.767	0	CFD
0	0.7925177599392097	0.78	0.446	0	NFIC
0	0.7722085773229412	0.51	0.193	0	PTPRS
0	1.6104821759046715	0.857	0.254	0	C3
0	1.2403154744118634	0.935	0.522	0	LTBP4
0	1.3297313642135897	0.943	0.405	0	FBLN1
0	1.2058231269734718	0.977	0.539	0	COL6A1
0	1.1509245239801231	0.995	0.674	0	COL6A2
0	0.7264728659516848	0.997	0.998	0	MT-ATP6
0	0.7017976558521521	0.995	0.997	0	MT-ND3
0	0.5815279809350935	0.997	0.998	0	MT-ND4
0	0.6139200851904851	0.995	0.998	0	MT-CYB
0	0.9563189201056428	0.76	0.35	0	XIST
6.574508262342019e-308	0.7271167466216113	0.531	0.218	1.4267340380108417e-303	CTSK
1.9693590892317974e-307	0.7952950684867357	0.455	0.177	4.273706159541924e-303	DSE
1.2076807288928137e-305	0.6898015758152352	0.314	0.089	2.6207879497702952e-301	SLIT2
6.877315522476648e-305	0.6893959499856235	0.558	0.231	1.4924462415326572e-300	F10
1.4455790835204864e-304	0.7451682649242455	0.524	0.221	3.1370511691478075e-300	NID1
4.2496583147887004e-303	0.7887744313638829	0.729	0.39	9.222183508922959e-299	COL4A1
5.7192169011766694e-303	0.7802674600537904	0.703	0.379	1.241127259724349e-298	CHD9
2.8376896998366497e-301	0.6358404634524281	0.307	0.083	6.158070417615513e-297	SERPINE2
6.038921105382731e-300	0.747393934594839	0.717	0.387	1.3105062690791065e-295	NUPR1
1.8605009340545665e-299	0.6797161973433368	0.316	0.091	4.0374730769918145e-295	PDE5A
2.3024128550252392e-296	0.5917849570469365	0.234	0.052	4.996466136690272e-292	PTPRD
2.3997659935171842e-293	0.7033934299277507	0.621	0.29	5.207732182531641e-289	LIFR
6.147843130296224e-293	0.7911253582921391	0.34	0.104	1.3341434377055835e-288	GPC3
9.030728650719745e-293	0.7809305383716754	0.418	0.151	1.959758424492692e-288	F3
6.745077929615317e-290	0.6293630616369881	0.257	0.063	1.46374936150582e-285	RET
1.5912140312841985e-289	0.7209938573864343	0.713	0.383	3.453093569289839e-285	FGFR1
2.6892920747314068e-288	0.765496755311706	0.555	0.252	5.836032731374626e-284	LAMA4
4.592943470898712e-288	0.6854366468682056	0.316	0.095	9.967146626197294e-284	CEP126
1.732852321186495e-287	0.6633671072641338	0.326	0.1	3.7604628222068126e-283	RAB30
7.041550501498066e-287	0.6984183142333079	0.418	0.155	1.5280868743300953e-282	BICC1
3.512868329576106e-286	0.6383157206501512	0.322	0.098	7.623275562013109e-282	GSTM5
7.553198440014428e-283	0.5498075192283025	0.214	0.044	1.639119593467531e-278	MASP1
3.919160886876866e-281	0.779179884103653	0.502	0.219	8.504971040611487e-277	LTBP1
2.131806906044462e-279	0.7466306452932652	0.63	0.322	4.6262341668070864e-275	ASPH
2.395050998493582e-278	0.6033541864178981	0.27	0.07	5.197500171830922e-274	DIO3OS
2.7092759675461416e-276	0.7439381835315515	0.665	0.346	5.879399777171882e-272	RHOBTB3
6.011510229021924e-276	0.4983190792575085	0.997	0.999	1.3045578348000478e-271	MT-CO3
4.693632500065461e-275	0.6581550542638765	0.349	0.117	1.0185651888392057e-270	PPL
2.2972064150568046e-273	0.6617159689967476	0.455	0.18	4.985167641314772e-269	GFRA1
1.360890646939235e-272	0.7190439461476106	0.677	0.355	2.953268792922834e-268	CYBRD1
9.881168102380867e-272	0.6827049001512573	0.365	0.127	2.1443122898976723e-267	ARHGAP24
3.5252065616850254e-271	0.5667521868442857	0.215	0.048	7.650050759512674e-267	LVRN
2.0952655325142887e-269	0.6536259441586312	0.363	0.126	4.546935732109258e-265	PDGFD
1.5568880358656108e-268	0.6986234431650828	0.561	0.261	3.378602726631962e-264	EPHX1
1.9645497204042995e-266	0.6716463145745866	0.464	0.193	4.26326934824937e-262	LRRN4CL
2.8969459990932464e-265	0.7069233383871638	0.592	0.293	6.286662512632254e-261	CPQ
3.5580615335184525e-263	0.6280943383597968	0.331	0.109	7.721349333888393e-259	PXK
8.678889226789228e-260	0.633893091037234	0.266	0.074	1.8834057511055304e-255	CES1
1.422165778156927e-256	0.5847349076597594	0.831	0.474	3.086241955178347e-252	TIMP2
1.3777365374031893e-253	0.3613986760346414	0.116	0.012	2.989826059818661e-249	DPP6
2.5225178658784807e-252	0.6296236904425844	0.383	0.142	5.474116020742891e-248	HIC1
3.0971406477460985e-252	0.7619062491536392	0.507	0.222	6.721104919673808e-248	PI16
2.7886906712953684e-251	0.6242330442714339	0.734	0.415	6.051737625778079e-247	FHL1
1.4384062022252434e-246	0.6117064294005352	0.191	0.04	3.1214852994490005e-242	RSPO3
5.405700705266132e-246	0.5527523557483532	0.223	0.055	1.1730911100498033e-241	PTGFR
4.593062161898406e-244	0.6566904679611103	0.451	0.188	9.967404197535731e-240	DHRS3
1.3452750225599117e-240	0.6235213125128447	0.604	0.3	2.9193813264572642e-236	ABI3BP
4.354248708968152e-240	0.4961734123230469	0.216	0.053	9.449155123331786e-236	IRS1
1.6595245352333498e-239	0.7009815769196022	0.578	0.293	3.601334193909892e-235	LTBP3
1.1278619887888732e-238	0.6094593720246655	0.465	0.198	2.4475733018707338e-234	EFHD1
1.4206325741447118e-236	0.6287690095111309	0.78	0.48	3.082914749151439e-232	NFIA
1.500905374072169e-235	0.49255423028173767	0.205	0.048	3.2571147522740143e-231	AMPH
4.642956737648857e-235	0.6346966217000377	0.414	0.169	1.0075680416371786e-230	PTGIS
4.900281330973068e-233	0.4783325421907718	0.973	0.777	1.0634100516344655e-228	TIMP3
1.0246073962927432e-232	0.30227229011598467	0.377	0.141	2.223500510694882e-228	G0S2
1.858776750235787e-232	0.5832940805665489	0.385	0.148	4.0337314256866816e-228	CHRDL1
2.367234123193086e-230	0.5389744322737561	0.219	0.056	5.137134770741316e-226	ANGPT1
4.777462515779782e-229	0.6240229174606224	0.425	0.181	1.0367571405493705e-224	MPZL1
5.817785166850733e-228	0.6640174748783059	0.59	0.309	1.2625175590582775e-223	NFIX
6.928945471801959e-228	0.6226755818371188	0.594	0.293	1.5036504568357432e-223	SOD3
3.572306108959592e-226	0.6143831338452465	0.349	0.131	7.752261487053211e-222	AR
4.0381948602418325e-226	0.6301269482444838	0.346	0.131	8.7632866662108e-222	SYNE3
2.1467837928611596e-225	0.5775034019558003	0.287	0.096	4.658735508888002e-221	PVRL3
2.4596117050703505e-224	0.5575636976639975	0.313	0.11	5.337603361173168e-220	OLFML1
1.4179952326412748e-223	0.621309618868497	0.367	0.144	3.07719145435483e-219	ZNF503
2.829067280518176e-223	0.5387923717590961	0.254	0.075	6.139358905452494e-219	SEMA5A
7.169520221292173e-223	0.6483931008101219	0.471	0.22	1.5558575832226147e-218	SCPEP1
4.2206851273859174e-219	0.47817370143641535	0.276	0.086	9.159308794940179e-215	SLC40A1
9.489084040060893e-219	0.6551319465506356	0.683	0.383	2.059226127533614e-214	MAP1B
2.9229532208314036e-218	0.6272676000106086	0.454	0.202	6.343100784526229e-214	VIT
2.3320904298488297e-214	0.5706221388259463	0.292	0.1	5.0608694418149454e-210	PDE1A
9.513583301240335e-213	0.647590692897817	0.271	0.085	2.064542712202165e-208	PGF
5.921853241447892e-212	0.433718770429412	0.158	0.032	1.2851013719266072e-207	LRRTM4
7.955131433978809e-212	0.5300591039600541	0.246	0.073	1.7263430724877412e-207	GHR
6.85797052042053e-211	0.45497217183748173	0.996	0.997	1.4882481826364593e-206	MT-ND1
3.2757822629898966e-210	0.47606113543653517	0.197	0.05	7.108775088914375e-206	GPC4
1.9295868759733323e-209	0.5193311759630701	0.921	0.723	4.187396479549729e-205	LAPTM4A
6.4928244417505e-209	1.3215183052578254	0.533	0.289	1.4090078321042762e-204	THBS4
6.652461787444449e-209	0.592980348083587	0.386	0.161	1.44365073249332e-204	PLEKHA5
9.150662345221582e-208	0.5865853864681785	0.32	0.119	1.9857852355365355e-203	ADAMTSL3
1.3557558403564774e-207	0.40678689749738606	0.996	0.999	2.9421257491575916e-203	MT-CO2
4.3740445274906976e-207	0.6506716837847897	0.59	0.319	9.492114029107562e-203	GOLIM4
1.7509775026652104e-206	0.5301338884622785	0.294	0.103	3.799796278533773e-202	DIXDC1
4.981333889374294e-203	0.5618418599862753	0.301	0.108	1.0809992673331156e-198	MAMDC2
1.116950481572184e-202	0.4983304825235648	0.494	0.232	2.4238942400597966e-198	PDGFRB
2.9275915107336346e-202	0.4968336211614307	0.214	0.06	6.353166337443061e-198	BHLHE41
1.4697932281965948e-201	0.5976621000853204	0.313	0.117	3.1895982845094306e-197	FNDC5
6.100664433995285e-201	0.4361419439404034	0.185	0.045	1.323905188821317e-196	ARHGAP22
1.1865192437551462e-200	0.46608203652880564	0.498	0.238	2.5748654108730426e-196	HTRA3
1.377896326867956e-200	0.5349024071034011	0.281	0.098	2.990172818936151e-196	TC2N
2.8388978517987465e-200	0.5659073009518052	0.675	0.38	6.160692228188459e-196	LIMA1
4.717703694915144e-200	0.47966508295714283	0.226	0.067	1.0237888788335354e-195	PRICKLE1
1.4817691258099668e-199	0.6094474445773468	0.786	0.486	3.215587179920209e-195	ITM2A
5.156400013084526e-199	0.49548194660631256	0.236	0.073	1.118990366839473e-194	RAB3IL1
5.249633122191319e-199	0.5428132177492281	0.383	0.164	1.139222883846738e-194	PLBD1
1.8597322172464574e-198	0.39088611548704844	0.651	0.329	4.035804884646537e-194	VCAN
2.2915392706739028e-197	0.6056381306350427	0.433	0.198	4.972869371289437e-193	ITGBL1
2.3309689478045511e-197	0.5248939270392747	0.282	0.099	5.058435713630657e-193	OPHN1
5.168747635102586e-197	0.6467455042047316	0.521	0.272	1.1216699242936123e-192	FNDC3B
9.42982272833235e-194	0.5803251563651378	0.49	0.239	2.0463658302754033e-189	CTSF
1.2308868609965629e-192	0.5886657227111662	0.414	0.188	2.6711475770486412e-188	ANTXR2
2.3971150296704324e-192	0.5263196444508977	0.302	0.111	5.2019793258878055e-188	ANG
7.488354596198342e-191	0.4765378993139317	0.211	0.061	1.6250478309210023e-186	EPHA3
2.0400296294129695e-190	0.5674809821362585	0.572	0.307	4.4270682987890855e-186	MXRA7
2.859467280098391e-190	0.5802845353865269	0.384	0.166	6.205329944541518e-186	BMP4
3.123010851916826e-189	0.5653770678667154	0.641	0.364	6.777245849744704e-185	LGALS3BP
1.4141806364723783e-188	0.4723354222836037	0.189	0.049	3.068913399208708e-184	ALDH1A2
5.514134925450286e-188	0.584661070943838	0.658	0.385	1.1966224201719666e-183	TGFBR2
4.1109424255689386e-187	0.5974319129577732	0.599	0.338	8.921156157727154e-183	CELF2
2.126403546089394e-186	0.4154452786446243	0.178	0.045	4.6145083353685944e-182	GSC
9.384811799994156e-186	0.40199402147839147	0.151	0.033	2.0365980087167318e-181	SERTAD4
2.1821182274419855e-184	0.5600901605246238	0.484	0.23	4.735414765371853e-180	OGN
2.306764853193061e-183	0.5134358042496228	0.534	0.271	5.0059104079142616e-179	GAS7
3.0222242516820094e-183	0.5404729613531725	0.702	0.423	6.558528848575128e-179	LHFP
1.7625571696880516e-181	0.5397182158308336	0.363	0.155	3.8249253139400406e-177	ZFHX4
4.93732525027707e-179	0.4713133687595197	0.228	0.073	1.071448952562627e-174	PQLC2L
7.545332712903333e-179	0.5797036686687034	0.481	0.233	1.6374126520271524e-174	COL14A1
6.776108627951872e-178	0.5033897693003506	0.59	0.328	1.4704833333518358e-173	DAB2
1.1189278583121584e-177	0.5422623177540149	0.475	0.235	2.428185345323215e-173	ACVRL1
1.189974024679063e-177	0.5730885075566685	0.302	0.118	2.582362630956035e-173	ATF5
6.180469662590237e-177	0.48939269451861095	0.313	0.124	1.3412237214787073e-172	TMEM55A
1.9174951307680164e-176	0.5151887066279022	0.318	0.128	4.1611561832796725e-172	GLT8D2
5.6107239512661515e-176	0.5475143299327314	0.661	0.391	1.2175832046642676e-171	ZBTB20
6.512534738816589e-176	0.5741729709849579	0.745	0.489	1.413285163670588e-171	RRBP1
2.6222890329576285e-175	0.5742500490406819	0.553	0.294	5.690629430421349e-171	COL4A2
1.340922096032411e-173	0.5002857270403664	0.289	0.111	2.909935040599935e-169	CPED1
3.099193627000333e-173	0.5106572308224921	0.318	0.131	6.725560089953423e-169	KDELC2
3.938810087562248e-173	0.5504611066439953	0.419	0.2	8.547611771018835e-169	SH3D19
1.8271102652136112e-172	0.5157738703551205	0.329	0.137	3.9650119865400575e-168	PLSCR4
1.891771101996346e-172	0.5839724008541858	0.471	0.239	4.1053324684422707e-168	"NAV1"
2.3466456020082942e-171	0.46641211071432165	0.22	0.071	5.092455620918199e-167	OSR1
3.110967232409734e-171	0.5781148482579241	0.537	0.287	6.7511099910523634e-167	FGL2
3.8082652825962296e-171	0.3282871559143019	0.764	0.474	8.264316489762077e-167	AKAP12
8.817636477962874e-171	0.4406417028263068	0.195	0.058	1.9135152920827234e-166	AFF3
1.7545560786446882e-170	0.3149567615326738	0.117	0.021	3.807562146266838e-166	HHIP-AS1
3.37648382456301e-168	0.5419108217456929	0.375	0.171	7.327307547684188e-164	PER3
5.484118800755959e-168	0.33468816344396957	0.275	0.103	1.1901086209520506e-163	CMYA5
9.382513523366701e-168	0.5906387193122634	0.451	0.222	2.0360992597058078e-163	PRELP
1.1035004928041092e-167	0.4314450003275324	0.393	0.17	2.3947064194341974e-163	CYGB
1.1324508238737914e-167	0.5320121985358721	0.426	0.209	2.4575315328885148e-163	SNTB2
9.592966704208159e-167	0.5882589083668919	0.407	0.199	2.0817697044802125e-162	SESTD1
5.161543763342502e-166	0.4680862275244183	0.395	0.179	1.1201066120829563e-161	SELENBP1
6.273869821506262e-166	0.49457945172279616	0.251	0.089	1.3614924899650739e-161	SNAI2
6.411516773756263e-166	0.5420670373853986	0.377	0.176	1.3913632550728467e-161	ALDH3A2
6.520655156649135e-166	0.4339606619167589	0.188	0.054	1.4150473755444288e-161	CLSTN2
1.7741728103869242e-165	0.31175686967826777	0.112	0.02	3.850132415820664e-161	VLDLR
4.2276436406143137e-165	0.6756701625827601	0.578	0.333	9.174409464497122e-161	RND3
3.8440415676845746e-164	0.3840374661774867	0.149	0.036	8.341954606032296e-160	TENM1
6.340110932418002e-164	0.31032262662843435	0.12	0.023	1.3758674734440305e-159	FAIM2
1.3195394546493863e-163	0.3833305863429967	0.169	0.045	2.8635325705346333e-159	MOB3B
6.736681364835133e-162	0.4741579500729006	0.262	0.098	1.461927222982872e-157	ICK
1.537184041543862e-160	0.4934910907209029	0.704	0.436	3.3358430885543354e-156	EPB41L2
2.2145551728764188e-160	0.34958243913240516	0.134	0.03	4.805806180659116e-156	C8orf22
8.425971539747185e-159	0.5243320956484506	0.412	0.202	1.8285200838405367e-154	VEGFB
3.281713219325578e-158	0.5459265766434369	0.301	0.127	7.121645857258437e-154	FRMD6
5.369392850111309e-158	0.5062312711447781	0.275	0.108	1.1652119424026551e-153	PCSK6
2.6064332671180755e-157	0.4989790197538774	0.318	0.137	5.656220832972936e-153	RECK
2.6599091901887908e-157	0.48450564215390834	0.325	0.139	5.772268933628695e-153	EMILIN1
1.7421523692860462e-155	0.48067854926664866	0.236	0.086	3.7806448565876485e-151	TRIL
7.864390969630317e-155	0.3275478548851664	0.142	0.034	1.706651484319475e-150	HMGCLL1
1.091554589258338e-154	0.5233388196855877	0.507	0.278	2.3687826141495193e-150	SH3BP5
1.30514335261401e-154	0.42248630794130265	0.214	0.072	2.832291589507663e-150	EMX2OS
1.882075370708522e-154	0.49135648382409625	0.359	0.164	4.0842917619745636e-150	OAF
2.406064641942562e-153	0.46835239519326155	0.268	0.105	5.221400879479553e-149	IL6R
2.5308078578825454e-153	0.5125877055986208	0.786	0.499	5.4921061323909114e-149	FN1
1.1234807659189953e-151	0.49848333847850035	0.663	0.413	2.438065610120812e-147	LSP1
2.7538342155269855e-151	0.49689094952163715	0.348	0.16	5.976095631115112e-147	CTSO
9.777793389869122e-151	0.4507411609913538	0.257	0.099	2.1218789435354984e-146	CYP27A1
2.848697367312202e-149	0.5296427632310452	0.402	0.197	6.181958156804209e-145	ECHDC2
2.4885991804793974e-148	0.47832054113475175	0.288	0.121	5.400509081558341e-144	CAB39L
5.237360444446441e-148	0.4670910769819603	0.263	0.104	1.136559590049322e-143	DYNC2H1
5.304712770723307e-148	0.5241137977660795	0.485	0.262	1.151175718374665e-143	DDR2
1.852472022348954e-147	0.3853678767454348	0.233	0.083	4.020049535699465e-143	ENPP2
2.6139306364519956e-146	0.41229171069815834	0.199	0.066	5.672490874164476e-142	SLC9A9
4.075201351901001e-146	0.559442461532786	0.716	0.484	8.843594453760362e-142	PNISR
6.253125827800655e-146	0.45119078649332	0.568	0.323	1.3569908358910202e-141	MTUS1
7.6595748012028156e-146	0.29107205344363374	0.599	0.338	1.662204327609023e-141	CDKN1C
8.927575259003583e-146	0.2722458206334346	0.544	0.282	1.9373731069563676e-141	CLEC14A
3.8201219183199665e-145	0.48083710238174404	0.257	0.102	8.290046574946159e-141	LPCAT2
1.0835411625347815e-144	0.4572657923516882	0.277	0.114	2.3513926768167293e-140	TMEM9
3.646558377896171e-144	0.49437899678207375	0.394	0.198	7.91339633587248e-140	NPTN
7.236104720227128e-144	0.44526645970206724	0.57	0.328	1.5703070853364891e-139	PDK4
5.679115447277783e-143	0.5168347506343735	0.478	0.26	1.2324248432137517e-138	ADH5
2.658577245699779e-141	0.5467797457537006	0.402	0.206	5.769378480893091e-137	AHI1
9.480101407967237e-140	0.44617565285601035	0.949	0.872	2.05727680654297e-135	JUN
1.6018863040405336e-139	0.35592455344365137	0.15	0.042	3.476253468398362e-135	PLD1
4.05247056339111e-139	0.40306560097084215	0.185	0.061	8.794266369615048e-135	MCOLN3
1.125951298569712e-137	0.39176350209872013	0.199	0.069	2.4434269130261323e-133	HLF
1.5808066577003935e-136	0.37857065326230277	0.125	0.03	3.430508527875624e-132	FMO3
3.803628823476097e-136	0.37374273954931025	0.733	0.495	8.254254909825478e-132	GLUL
4.941183956732777e-136	0.5008334005110816	0.376	0.185	1.0722863304505799e-131	OGFRL1
6.907231260963006e-136	0.45039447778935116	0.298	0.132	1.498938255941582e-131	CBR3
1.639628641495356e-135	0.3979591038430338	0.154	0.044	3.558158114909072e-131	PAPPA
8.049483131029358e-135	0.49490089437389573	0.818	0.612	1.7468183342646808e-130	APP
1.1641266743247348e-134	0.48056823316259345	0.46	0.251	2.526271295952107e-130	PAM
1.9869303552044425e-134	0.3789709896896122	0.18	0.059	4.311837563829161e-130	BHMT2
3.9318447228533417e-134	0.47130882629604387	0.454	0.243	8.532496233064036e-130	DPYSL3
4.608265199656766e-134	0.47169385616748905	0.489	0.271	1.0000396309775149e-129	MT-ATP8
4.761131880890309e-134	0.5394285787580697	0.319	0.144	1.0332132294720059e-129	NOV
1.0586626765087327e-133	0.3980947920602548	0.187	0.063	2.297403874291601e-129	EMX2
8.985158593377897e-133	0.43109288175728144	0.856	0.63	1.9498692663489373e-128	SPTBN1
1.0364292717472343e-132	0.40550632179916124	0.23	0.088	2.2491551626186732e-128	CMBL
3.5994826294685216e-132	0.42964510010344026	0.375	0.181	7.811237254209639e-128	FXYD6
3.9543656031324626e-132	0.42671984945581615	0.257	0.106	8.581368795357757e-128	IGF1R
5.359614666974962e-132	0.4216709703746743	0.236	0.092	1.1630899788802366e-127	ADGRA2
6.554831524105592e-132	0.45033712019597705	0.22	0.082	1.4224639890461546e-127	PLEKHH2
1.2278973357925093e-130	0.4605964430614701	0.306	0.137	2.6646600084033245e-126	CALCRL
4.6623972153416524e-130	0.3867313727877833	0.2	0.069	1.011786819701292e-125	PTN
2.892975462088375e-129	0.468484295552295	0.556	0.319	6.278046050277982e-125	GAS6
3.0538397507685417e-129	0.3969916740079966	0.198	0.07	6.627137643142813e-125	RNF144A
1.1511487138205947e-128	0.4774697197174471	0.691	0.465	2.4981078238620723e-124	ARL6IP5
1.3850627334281648e-128	0.46638290260792115	0.444	0.24	3.0057246378124604e-124	FILIP1
